ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_TIPO_ABANDONO,ID_TIPO_EGRESO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_CURSO_ACADEMICO_COHORTE,ID_TIPO_ACCESO,ID_TITULACION,ID_POBLACION_FAMILIAR,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,DURACION,DURACION_REAL,CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,ID_RANGO_CREDITOS_SUPERADOS,CREDITOS_NECESARIOS,ID_RANGO_CREDITOS_NECESARIOS,CALIFICACION_FINAL,ID_RANGO_CALIFICACION_FINAL,SEXO,ID_SEXO,EDAD,ID_FECHA_SOLICITUD_TITULO,ID_FECHA_EGRESO,GRADUADO,TRASLADO,SN_SOLICITA_TITULO,SN_ABANDONO_INICIAL,FLG_SOLICITUD_TITULO,FLG_ABANDONO_INICIAL,FLG_CALCULO_TASA,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,CREDITOS_RECONOCIDOS,ID_RANGO_CREDITOS_RECONOCIDOS,SN_CAMBIO_CICLO_GRADO,FLG_DURACION_MEDIA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_CENTRO_ORIGEN,SN_MULTIPLE_TITULACION,SN_MOVILIDAD_IN,FLG_MULTIPLE_TITULACION,FLG_MOVILIDAD_IN,ID_FECHA_CARGA,ID_TIPO_TITULACION,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_POBLACION_CENTRO,ID_TIPO_CENTRO_ORI,ID_CAMPUS_CENTRO_ORI,ID_POBLACION_CENTRO_ORI,ID_RAMA_CONOCIMIENTO,ID_PERSONA_NIP_NK,ORDEN_BOE_PLAN,SN_DOCTORADO_VIGENTE,SN_MOVILIDAD_OUT_INTERNACIONAL,SN_MOVILIDAD_OUT_NACIONAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,ID_ESTUDIO_OTRA_UNIV_DEST,ID_CENTRO_OTRA_UNIV_DEST,SN_UNITA,SN_UNITA_GEMINAE
2015,200247,20150,13,200247,7,4,61,13,20110,5,38,127,7,6,3.0,6,6.676720026174376,307.0,2,306.0,5,253.0,2,7.748,2,M,2,31,20211024,20211119,1,0,S,S,1,1,0,0,2023-07-07,N,0,0,0,13.0,3,N,0,1,12,44,N,N,0,0,20230509,7,6,50,8,2,156,6,5,96,5,35105069,BOE-515-2010,N,N,S,27,SLV,10,41,38,S,S
2012,200248,20120,53,200248,4,2,56,16,20110,11,21,40,5,2,0.0,5,5.047271735506673,305.0,2,295.0,3,296.0,2,0.0,3,M,2,29,20231005,20210124,0,1,S,N,1,0,0,0,2020-10-15,N,0,0,1,30.0,2,N,0,3,32,31,S,N,1,0,20210927,10,7,42,5,3,93,1,4,57,2,10988446,BOE-227-2013,N,N,N,53,KGZ,2,16,41,S,S
2013,200249,20130,18,200249,3,1,23,6,20100,6,7,443,7,4,0.0,6,7.3893199637156535,243.0,5,195.0,2,187.0,2,0.0,1,H,1,58,20210916,20200111,0,1,S,S,1,1,0,0,2020-12-20,N,0,0,0,20.0,1,N,1,5,79,14,N,N,0,0,20231106,6,9,43,8,3,177,1,9,447,14,8338186,BOE-339-2010,S,S,N,100,VUT,1,34,43,N,S
2022,200250,20220,35,200250,2,2,98,2,20150,9,34,441,1,1,0.0,7,8.107362127235664,406.0,2,369.0,1,358.0,5,6.1,3,H,1,48,20211113,20231119,1,0,S,N,1,0,0,1,2020-03-17,S,0,0,0,14.0,5,N,1,6,7,33,S,N,1,0,20220804,9,8,40,4,6,147,7,5,253,10,29641883,BOE-751-2022,N,N,N,50,NZL,1,15,26,S,N
2019,200251,20190,2,200251,3,6,31,19,20120,2,34,400,7,6,0.0,6,6.91427727400895,235.0,5,229.0,2,204.0,2,0.0,2,H,1,21,20200404,20230419,0,1,S,S,1,1,0,0,2022-10-17,N,0,0,1,25.0,5,S,0,3,88,13,S,N,1,0,20200402,9,2,46,6,2,414,8,2,444,7,35002007,BOE-884-2015,S,S,N,25,PHL,10,26,23,S,N
2024,200252,20240,19,200252,7,2,29,24,20230,11,31,274,2,1,0.0,3,3.9883389173854216,283.0,1,262.0,1,283.0,1,0.0,4,H,1,55,20210224,20230608,0,1,S,S,1,1,0,0,2021-02-17,N,0,0,0,3.0,3,S,1,3,80,25,S,S,1,1,20200221,5,5,14,6,2,441,6,2,106,4,89628735,BOE-819-2010,N,N,N,66,CAF,10,28,25,N,N
2017,200253,20170,68,200253,3,5,20,30,20160,14,49,212,7,3,3.0,4,4.650833858233783,332.0,2,332.0,3,331.0,1,8.96,2,H,1,51,20230613,20230914,1,0,N,S,0,1,1,0,2023-08-21,N,0,0,0,27.0,2,N,0,3,54,22,S,N,1,0,20230919,8,1,49,1,8,125,6,7,197,7,20112846,BOE-984-2022,S,N,N,11,GIN,2,4,31,S,N
2018,200254,20180,61,200254,3,4,20,12,20150,3,14,494,7,3,3.0,5,5.706629798904598,249.0,2,239.0,1,239.0,4,9.048,3,H,1,40,20230701,20200806,1,0,N,N,0,0,1,0,2023-12-30,N,0,0,1,25.0,4,N,1,6,57,40,S,S,1,1,20221028,7,3,29,8,7,244,6,8,315,11,15060409,BOE-741-2021,S,S,S,98,COL,9,43,15,S,N
2024,200255,20240,68,200255,3,4,96,26,20170,2,7,443,3,2,0.0,5,4.949535726931581,294.0,2,237.0,4,245.0,1,0.0,4,H,1,59,20200311,20210110,0,1,N,S,0,1,1,0,2020-11-05,N,0,0,0,25.0,5,N,0,3,86,41,S,S,1,1,20221014,6,2,44,6,1,474,5,9,4,15,20112846,BOE-464-2017,N,N,N,43,TWN,8,41,18,S,N
2020,200256,20200,62,200256,5,6,89,20,20130,5,30,105,8,5,0.0,7,7.203779267611165,328.0,3,287.0,3,286.0,4,0.0,1,M,2,38,20210526,20200426,0,0,N,S,0,1,0,0,2022-11-20,N,0,0,1,30.0,3,N,0,3,33,19,S,N,1,0,20201031,9,5,16,1,9,175,6,2,140,6,8289024,BOE-293-2015,N,S,N,67,SVN,5,37,35,S,N
2014,200257,20140,48,200257,4,5,50,19,20120,13,35,116,3,2,0.0,6,5.875712231520686,281.0,2,256.0,1,262.0,5,0.0,5,H,1,31,20200408,20231219,0,1,N,N,0,0,1,0,2020-05-08,N,0,0,0,22.0,2,S,0,2,81,36,S,N,1,0,20231124,4,4,37,6,2,24,6,1,348,11,89133246,BOE-598-2014,S,S,S,85,NER,8,35,15,S,N
2018,200258,20180,26,200258,7,5,60,2,20150,12,26,387,8,6,0.0,6,5.755666878560957,282.0,4,243.0,5,248.0,5,0.0,3,H,1,23,20220115,20210605,0,1,N,S,0,1,0,0,2020-07-17,N,0,0,1,10.0,3,S,0,6,60,12,S,N,1,0,20211207,7,4,31,4,6,38,8,7,236,8,67447155,BOE-963-2022,N,S,S,41,MOZ,2,20,8,N,S
2014,200259,20140,72,200259,1,4,84,31,20120,2,6,268,8,3,0.0,4,5.384090396164239,226.0,4,225.0,2,187.0,4,0.0,2,M,2,35,20201118,20220116,0,1,N,S,0,1,0,0,2022-08-13,N,0,0,1,1.0,1,N,0,5,97,18,S,S,1,1,20221210,10,3,44,1,4,411,7,10,235,5,59302835,BOE-553-2013,N,S,S,61,CHN,9,45,17,N,S
2016,200260,20160,17,200260,2,4,25,6,20120,4,41,133,4,3,0.0,5,5.499244664283284,344.0,1,329.0,1,310.0,4,7.294,1,H,1,54,20211116,20200617,1,0,N,N,0,0,0,1,2023-04-18,S,0,0,1,22.0,3,N,1,3,21,14,S,N,1,0,20200727,1,9,40,8,3,42,1,9,492,11,31715995,BOE-170-2020,S,S,S,79,NAM,8,43,5,N,N
2024,200261,20240,51,200261,1,5,58,44,20220,10,50,67,4,1,0.0,5,5.365137485883139,318.0,4,215.0,5,269.0,2,0.0,4,H,1,21,20220628,20200215,0,0,S,N,1,0,1,0,2022-06-28,N,1,1,1,25.0,4,N,1,2,88,43,S,S,1,1,20210619,6,10,48,6,5,3,3,7,275,1,91313946,BOE-147-2022,N,N,S,42,SWE,2,30,39,N,N
2014,200262,20140,96,200262,3,1,24,45,20130,11,37,475,7,6,0.0,4,4.191266111049179,284.0,3,270.0,3,262.0,4,0.0,5,M,2,38,20230408,20230407,0,1,S,N,1,0,0,0,2020-07-10,N,0,0,1,4.0,3,S,0,10,95,31,N,S,0,1,20210909,2,5,34,6,2,491,1,4,172,12,53143336,BOE-635-2018,N,S,S,40,TUV,7,49,16,S,S
2024,200263,20240,18,200263,6,4,25,1,20130,3,11,156,7,6,3.0,4,5.237214832094859,252.0,1,225.0,2,217.0,5,5.253,3,H,1,21,20200818,20200726,1,0,S,N,1,0,1,0,2020-11-21,N,0,0,1,24.0,1,S,0,6,31,21,N,N,0,0,20201227,8,3,16,7,4,285,1,8,36,5,8338186,BOE-795-2011,S,S,N,43,TWN,6,25,21,S,N
2024,200264,20240,36,200264,5,2,54,27,20150,10,39,34,6,6,0.0,3,4.4583327763604315,259.0,3,195.0,3,244.0,3,0.0,2,M,2,60,20230409,20201217,0,1,S,N,1,0,0,0,2023-02-23,N,0,0,1,12.0,1,N,1,8,71,11,N,S,0,1,20220624,2,1,15,3,6,120,1,2,76,7,29410942,BOE-512-2019,N,N,N,18,ZAF,4,34,32,N,S
2012,200265,20120,92,200265,5,6,96,7,20100,10,3,72,8,2,4.0,6,7.199561404693812,252.0,2,225.0,5,214.0,5,8.405,2,H,1,44,20230321,20201002,1,0,S,S,1,1,0,0,2021-06-07,N,0,0,0,13.0,5,S,1,8,81,24,N,S,0,1,20200103,8,7,48,1,10,406,6,2,320,8,90297353,BOE-172-2011,S,S,S,33,LBR,4,34,29,N,N
2011,200266,20110,80,200266,3,6,69,41,20100,15,24,127,2,2,0.0,7,7.118227895676311,234.0,4,205.0,5,213.0,5,0.0,3,H,1,37,20210516,20200211,0,0,S,N,1,0,0,0,2020-05-26,N,0,0,0,2.0,1,N,0,7,69,24,N,S,0,1,20221007,6,7,13,5,9,365,6,2,104,1,68501420,BOE-704-2018,S,N,S,63,UZB,7,47,47,N,N
2022,200267,20220,72,200267,6,4,54,30,20160,10,49,428,7,6,0.0,8,7.599532358713855,326.0,1,287.0,1,298.0,5,0.0,1,M,2,58,20200623,20210727,0,0,S,S,1,1,1,0,2022-12-09,N,1,0,1,17.0,2,N,1,2,45,45,N,N,0,0,20221003,8,3,50,1,8,215,6,2,242,10,59302835,BOE-716-2012,N,S,S,78,GNQ,9,42,15,N,N
2021,200268,20210,3,200268,7,6,50,33,20190,13,16,184,4,2,0.0,6,5.904343943277869,354.0,1,323.0,2,309.0,4,0.0,5,H,1,44,20210816,20201211,0,0,N,N,0,0,0,0,2020-01-17,N,1,1,1,21.0,2,S,1,10,74,15,S,N,1,0,20200917,8,4,15,7,5,117,4,9,89,2,51482483,BOE-773-2017,N,S,S,82,PAN,2,3,16,N,S
2012,200269,20120,77,200269,4,1,70,27,20110,12,34,288,7,1,3.0,5,6.259907659311914,268.0,5,256.0,4,245.0,5,9.791,5,H,1,60,20230923,20221120,1,0,S,S,1,1,0,0,2022-07-27,N,0,0,0,1.0,3,N,1,1,14,8,S,S,1,1,20210826,9,8,42,3,6,237,5,1,235,12,78268756,BOE-496-2022,N,S,N,75,PRY,9,35,37,N,S
2015,200270,20150,59,200270,3,4,62,27,20100,14,31,499,8,3,4.0,6,6.838555711065448,292.0,5,275.0,1,271.0,3,8.851,1,H,1,33,20210327,20230507,1,0,S,S,1,1,0,0,2023-10-01,N,0,0,1,26.0,1,S,1,2,9,17,S,S,1,1,20210921,5,10,27,3,6,47,6,1,161,2,10482769,BOE-464-2013,N,N,S,30,HND,6,17,46,S,N
2022,200271,20220,79,200271,1,6,37,12,20170,5,37,418,1,1,0.0,6,6.58924806578726,297.0,1,296.0,2,253.0,5,0.0,5,H,1,34,20211005,20231122,0,1,N,N,0,0,1,0,2021-12-29,N,0,0,0,28.0,2,S,1,4,1,42,N,N,0,0,20220625,2,2,31,8,7,275,7,2,32,4,12205980,BOE-461-2019,N,S,S,14,DEU,4,13,24,N,N
2018,200272,20180,60,200272,3,1,72,40,20100,6,47,430,6,5,0.0,3,2.5749574402078768,214.0,2,207.0,3,187.0,5,0.0,5,M,2,50,20210416,20230401,0,1,N,S,0,1,0,0,2023-08-28,N,0,0,0,9.0,3,N,0,10,75,6,N,N,0,0,20210711,6,3,16,6,8,61,8,3,381,2,75721444,BOE-214-2014,S,S,S,31,MUS,3,22,11,N,N
2015,200273,20150,38,200273,1,3,7,17,20100,11,18,356,1,1,0.0,5,4.800248867887333,355.0,4,319.0,2,298.0,4,0.0,3,M,2,62,20230718,20200316,0,1,S,N,1,0,0,0,2022-05-31,N,0,0,0,20.0,1,S,0,2,2,29,N,N,0,0,20221204,7,1,30,6,1,174,3,3,471,13,64180488,BOE-873-2014,N,N,N,73,GHA,3,27,25,S,N
2019,200274,20190,16,200274,7,4,28,40,20180,2,12,236,1,1,0.0,4,4.07395720670428,307.0,4,297.0,3,289.0,2,7.603,3,H,1,38,20210726,20220227,1,0,S,S,1,1,1,1,2022-12-31,S,0,0,1,23.0,5,S,1,5,85,8,N,S,0,1,20221210,10,5,30,6,8,189,5,1,83,6,92981826,BOE-886-2014,S,S,N,8,HTI,8,46,47,N,N
2015,200275,20150,40,200275,3,2,63,36,20100,10,50,205,7,4,3.0,5,5.777392109663662,322.0,2,316.0,5,273.0,1,6.942,4,M,2,53,20220314,20200209,1,0,N,N,0,0,1,0,2020-02-16,N,0,0,0,6.0,4,N,1,3,80,45,N,S,0,1,20231009,6,1,29,6,1,22,6,2,136,4,61066203,BOE-307-2021,S,N,S,59,BRA,4,17,2,N,N
2011,200276,20110,98,200276,3,1,48,4,20100,2,14,7,7,3,3.0,5,4.788929494915776,327.0,5,311.0,4,289.0,3,6.618,5,H,1,54,20200911,20211217,1,0,S,S,1,1,1,0,2022-07-25,N,0,0,1,14.0,2,N,1,2,97,39,S,N,1,0,20201125,7,9,9,3,6,269,3,6,40,12,404729,BOE-959-2017,S,N,N,25,PHL,1,32,42,S,N
2011,200277,20110,48,200277,5,2,49,11,20100,14,32,408,4,2,0.0,8,9.345729200654853,352.0,3,350.0,2,292.0,4,6.959,4,H,1,30,20230115,20210212,1,0,S,S,1,1,1,1,2022-08-06,S,0,0,0,5.0,5,S,1,5,78,49,S,N,1,0,20200811,8,4,19,1,2,188,6,1,128,4,89133246,BOE-125-2016,S,S,S,59,BRA,8,35,43,S,S
2014,200278,20140,13,200278,7,5,1,34,20100,5,26,169,5,2,1.0,6,6.9316995813032145,302.0,2,293.0,4,250.0,2,5.373,1,M,2,42,20230103,20200304,1,0,S,N,1,0,0,0,2023-11-03,N,0,0,1,5.0,1,N,1,10,81,4,N,N,0,0,20210529,7,10,4,5,8,366,3,6,470,13,35105069,BOE-208-2018,S,S,N,8,HTI,4,39,20,N,S
2013,200279,20130,38,200279,4,3,49,13,20110,8,22,67,6,1,2.0,5,5.360106177793952,254.0,1,248.0,2,216.0,3,6.957,5,M,2,43,20220815,20200219,1,0,S,N,1,0,0,0,2022-06-30,N,0,0,1,17.0,4,S,1,1,32,45,N,N,0,0,20220604,4,7,34,8,2,144,6,2,215,11,64180488,BOE-853-2019,S,N,S,33,LBR,5,36,45,N,N
2016,200280,20160,42,200280,5,3,12,36,20150,5,46,374,5,2,0.0,3,2.665391958168162,267.0,1,244.0,1,251.0,1,0.0,4,H,1,63,20210711,20230911,0,0,N,S,0,1,0,0,2020-09-07,N,1,1,1,17.0,3,N,0,3,24,6,N,N,0,0,20201024,7,8,15,6,1,37,8,3,284,2,50147077,BOE-251-2015,S,S,S,91,QAT,5,34,39,N,S
2014,200281,20140,40,200281,7,4,41,40,20130,9,26,58,6,4,2.0,8,9.184344664184266,379.0,2,379.0,1,334.0,2,6.004,3,M,2,56,20210817,20220202,1,0,S,N,1,0,1,0,2020-05-13,N,0,0,0,14.0,5,S,1,3,79,33,N,N,0,0,20210416,7,3,16,6,8,72,7,5,385,13,61066203,BOE-826-2014,N,N,N,73,GHA,4,4,41,N,N
2018,200282,20180,59,200282,3,1,81,26,20120,10,49,241,2,1,0.0,7,7.682482087017062,364.0,1,329.0,5,310.0,2,0.0,1,H,1,27,20210921,20230304,0,0,S,N,1,0,1,0,2020-05-14,N,1,0,0,14.0,1,S,1,7,82,17,N,N,0,0,20230324,8,5,50,6,1,245,6,1,117,5,10482769,BOE-902-2016,N,N,S,16,BLR,8,42,17,N,S
2013,200283,20130,14,200283,6,5,80,27,20100,15,31,157,1,1,0.0,7,6.553189709533667,262.0,4,246.0,2,206.0,2,9.156,5,M,2,58,20210511,20231218,1,0,N,S,0,1,0,1,2021-05-11,S,0,0,1,2.0,5,S,1,5,7,49,S,N,1,0,20211204,5,3,22,3,6,466,6,1,255,11,87735896,BOE-739-2023,S,N,S,84,BWA,7,8,19,N,N
2020,200284,20200,67,200284,6,2,36,10,20120,12,40,322,3,1,0.0,6,5.790138229961501,294.0,3,262.0,2,252.0,2,6.769,3,H,1,63,20210524,20220606,1,0,S,S,1,1,1,1,2021-04-25,S,0,0,1,29.0,2,S,1,2,11,40,N,S,0,1,20210630,9,2,37,4,5,139,6,8,150,1,72029307,BOE-516-2017,N,N,S,22,FIN,9,24,47,S,S
2013,200285,20130,62,200285,5,1,35,14,20110,10,19,88,8,3,4.0,4,5.032299423622106,376.0,5,364.0,5,330.0,1,5.552,4,M,2,54,20200121,20230304,1,0,S,N,1,0,0,0,2022-10-17,N,0,0,1,0.0,2,N,0,10,72,43,N,N,0,0,20210516,10,10,35,1,9,482,3,7,283,12,8289024,BOE-309-2017,N,S,S,49,BIH,5,19,50,S,S
2022,200286,20220,56,200286,5,4,34,8,20140,9,50,260,1,1,0.0,7,7.05084185303854,323.0,3,254.0,1,266.0,5,0.0,1,H,1,25,20210426,20220913,0,0,S,S,1,1,1,0,2023-03-26,N,0,0,0,0.0,3,N,0,6,44,50,S,N,1,0,20220304,6,3,3,5,1,342,5,7,106,5,70890196,BOE-503-2020,N,N,N,71,LSO,10,8,15,S,S
2017,200287,20170,29,200287,4,2,54,45,20130,3,37,398,7,6,3.0,6,5.76382546793522,341.0,4,319.0,2,283.0,4,7.968,1,H,1,61,20230924,20220512,1,0,N,S,0,1,1,0,2021-09-09,N,0,0,0,2.0,1,N,0,4,35,35,N,S,0,1,20210913,2,8,9,6,2,390,5,4,486,1,92649206,BOE-801-2015,S,S,S,6,UKR,7,20,15,S,S
2022,200288,20220,90,200288,4,2,73,11,20150,6,15,89,4,3,0.0,7,7.907983799259636,359.0,2,327.0,3,310.0,3,9.448,1,H,1,55,20230810,20200218,1,0,S,N,1,0,1,1,2021-09-13,S,0,0,1,2.0,2,N,1,7,55,41,N,S,0,1,20200916,9,4,38,1,2,81,5,9,265,7,75000490,BOE-177-2022,N,N,N,24,BLZ,9,35,18,S,N
2011,200289,20110,90,200289,6,6,97,31,20100,5,6,11,5,1,0.0,6,5.632029593227298,367.0,4,366.0,4,357.0,1,0.0,4,H,1,45,20221209,20231120,0,0,N,S,0,1,1,0,2023-08-26,N,1,0,1,5.0,3,S,1,8,34,6,S,S,1,1,20210619,10,10,45,1,4,256,8,3,97,15,75000490,BOE-293-2023,N,S,N,65,KOR,3,41,39,S,N
2011,200290,20110,39,200290,5,1,61,40,20100,2,24,469,8,6,0.0,8,8.460837805133629,252.0,3,233.0,5,215.0,5,0.0,4,H,1,58,20200116,20220721,0,1,N,N,0,0,0,0,2020-03-09,N,0,0,0,12.0,2,S,1,3,65,43,N,N,0,0,20221113,6,6,47,6,8,33,3,7,409,4,20560218,BOE-258-2014,S,N,N,96,SVK,8,18,27,S,S
2016,200291,20160,12,200291,7,6,56,20,20150,3,12,120,2,1,0.0,7,7.545699439509627,202.0,2,189.0,3,189.0,4,6.584,1,H,1,41,20221010,20200405,1,0,N,N,0,0,0,1,2020-11-16,S,0,0,0,26.0,1,N,0,7,7,6,N,N,0,0,20210313,10,6,13,1,9,211,8,3,104,1,1534878,BOE-760-2022,N,S,S,80,ETH,8,27,49,N,N
2016,200292,20160,23,200292,3,4,14,26,20130,4,9,427,4,2,0.0,4,4.7129768485944386,367.0,3,284.0,5,325.0,2,0.0,4,M,2,39,20210602,20200804,0,0,S,N,1,0,0,0,2020-10-06,N,0,0,0,21.0,3,N,1,8,40,32,S,N,1,0,20231122,1,2,45,6,1,167,1,4,425,6,21436829,BOE-470-2016,N,N,S,65,KOR,2,21,48,N,S
2011,200293,20110,65,200293,7,6,89,19,20100,1,11,161,4,1,0.0,8,8.170344350845697,236.0,2,229.0,1,209.0,5,0.0,1,M,2,29,20230820,20230322,0,1,S,N,1,0,1,0,2023-12-06,N,0,0,1,12.0,4,S,0,1,26,40,N,N,0,0,20210716,8,10,39,6,2,212,6,8,226,4,27133023,BOE-596-2021,N,S,N,55,SMR,7,35,7,S,S
2018,200294,20180,64,200294,4,2,57,41,20130,5,18,379,1,1,0.0,5,6.178119398539694,354.0,4,327.0,4,354.0,5,0.0,4,H,1,55,20200317,20200309,0,0,S,N,1,0,0,0,2021-10-15,N,1,1,1,16.0,1,N,0,3,80,4,N,S,0,1,20210303,7,2,2,5,9,41,3,6,139,13,67845324,BOE-140-2011,N,S,N,27,SLV,1,49,47,S,N
2013,200295,20130,3,200295,2,4,50,39,20110,3,5,120,1,1,0.0,3,4.288437724995913,251.0,2,249.0,3,240.0,3,6.325,3,H,1,50,20230916,20211112,1,0,N,N,0,0,0,1,2022-11-10,S,0,0,1,6.0,4,N,1,7,98,32,N,S,0,1,20200617,4,6,18,3,6,224,1,4,90,10,51482483,BOE-807-2010,S,N,S,37,SLB,4,35,22,N,N
2020,200296,20200,17,200296,2,3,97,44,20120,6,13,352,2,2,0.0,3,3.150112627069639,311.0,5,245.0,1,271.0,3,0.0,2,H,1,44,20230915,20221007,0,0,S,S,1,1,1,0,2021-08-13,N,0,0,1,11.0,5,S,1,10,84,24,S,S,1,1,20211016,6,1,35,6,5,292,6,2,353,10,31715995,BOE-374-2019,S,S,N,49,BIH,10,28,17,S,N
2012,200297,20120,74,200297,2,4,58,14,20110,15,29,279,3,2,0.0,3,2.808788383570513,317.0,3,288.0,2,314.0,1,0.0,3,M,2,21,20210401,20230605,0,0,S,S,1,1,0,0,2021-01-27,N,1,0,0,27.0,2,N,1,4,3,29,S,N,1,0,20201104,3,6,19,1,9,298,3,3,128,1,91307681,BOE-914-2016,N,S,S,63,UZB,10,28,38,S,N
2019,200298,20190,70,200298,2,3,17,1,20180,11,30,420,6,6,2.0,5,6.248455022922547,238.0,5,234.0,2,199.0,5,5.636,5,H,1,30,20200406,20220116,1,0,S,S,1,1,0,0,2020-10-26,N,0,0,1,4.0,5,S,0,7,5,2,N,S,0,1,20201207,9,9,31,7,4,390,4,6,93,4,44039203,BOE-283-2017,S,S,N,29,ZWE,2,46,29,N,N
2017,200299,20170,64,200299,5,6,49,21,20110,9,6,492,5,3,1.0,8,8.94189224377536,333.0,2,323.0,5,318.0,1,8.359,3,H,1,43,20220418,20230708,1,0,S,N,1,0,1,0,2022-10-04,N,0,0,1,12.0,3,N,0,5,15,21,N,N,0,0,20211208,10,3,18,1,8,378,1,8,134,4,67845324,BOE-895-2022,N,N,N,52,EST,9,28,45,N,N
2015,200300,20150,1,200300,5,1,78,14,20100,1,16,344,7,5,3.0,6,6.542583059106269,231.0,5,220.0,2,204.0,1,6.408,5,H,1,31,20210212,20230928,1,0,N,N,0,0,0,0,2021-06-24,N,0,0,1,13.0,3,N,0,6,10,30,N,N,0,0,20220219,8,1,6,1,9,21,1,8,201,3,916723,BOE-583-2014,S,S,S,13,MCO,9,9,43,S,S
