ID_CURSO_ACADEMICO_COHORTE_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO_COHORTE,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_ALUMNO,ID_TIPO_ACCESO,ID_SEXO,ID_RANGO_CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_SUPERADOS,ID_CURSO_ACAD_GRADUACION,ID_CURSO_ACAD_ABANDONO,ID_CURSO_ACAD_TRASLADO,ID_RANGO_CALIFICACION_FINAL,ID_TIPO_ABANDONO,EDAD_INGRESO,DURACION,CREDITOS_NECESARIOS,CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,CREDITOS_PRESENTADOS,CREDITOS_SUSPENDIDOS,CREDITOS_RECONOCIDOS,CREDITOS_TRANSFERIDOS,GRADUADO,TRASLADO,INGRESO,FLG_NUEVO_INGRESO,FLG_ABANDONO_INICIAL,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,NOTA_ADMISION,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,FLG_TASA_ABANDONO,FLG_TASA_GRADUACION,FLG_CALCULO_TASA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_POBLACION_FAMILIAR,ID_ESTUDIO,ID_CENTRO_INICIO,FLG_TRASLADO_MISMO_ESTUDIO,ID_FECHA_CARGA,ID_TIPO_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_RAMA_CONOCIMIENTO,ID_POBLACION_CENTRO,ID_PERSONA_NIP_NK,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,CALIFICACION_FINAL,SN_ABANDONO_INICIAL,SN_GRADUADO,SN_ABANDONO_OFICIAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,FLG_GRADUADO_IDONEO,SN_GRADUADO_IDONEO,FLG_MULTIPLE_TITULACION,SN_MULTIPLE_TITULACION,FLG_C_ABANDONOINI,FLG_C_ABANDONO,FLG_C_IDONEIDAD,FLG_C_GRADUACION,FE_C_ABANDONOINI,FE_C_ABANDONO,FE_C_IDONEIDAD,FE_C_GRADUACION,FECHA_ACTUAL
2018,300271,20180,300271,2,23,68,7,2,2,3,,20210.0,,,1,35,5,192,247,238,251,13,23,2,0,0,1,0,0,0,2020-07-02,N,12.11,1,0,1,1,0,1,3,27,270,63,18,0,20220424,2,5,5,8,189,88610233,5,5,0,,N,N,N,35,IRQ,10,0,N,1,S,0,1,1,0,,2022-07-30,2021-12-21,,2025-05-24
2022,300272,20220,300272,61,35,90,3,2,4,5,,,20240.0,,7,54,7,293,315,305,326,21,20,4,0,1,1,1,0,0,2023-07-15,N,10.3,0,0,1,0,0,1,3,14,456,81,48,0,20200814,2,3,2,8,481,29161379,3,6,0,,N,N,N,58,BGR,4,0,N,0,N,1,0,0,0,2022-08-16,,,,2025-05-24
2017,300273,20170,300273,33,39,86,12,1,2,1,20190.0,,,5.0,5,61,6,290,305,296,303,7,7,9,1,0,1,0,0,1,2022-11-21,S,11.92,0,0,0,0,1,1,8,99,471,87,28,0,20221114,10,2,5,8,218,53991141,1,5,0,7.81,N,S,N,57,MLI,4,1,S,1,S,1,1,1,1,2020-02-17,2022-01-01,2020-03-15,2022-05-04,2025-05-24
2020,300274,20200,300274,47,11,50,9,1,2,1,20210.0,,,1.0,3,62,3,200,250,212,222,10,29,7,1,0,1,1,0,1,2020-03-18,S,8.65,0,0,0,0,1,0,2,37,169,95,22,0,20210601,10,2,6,6,288,40045602,1,5,0,5.3,N,S,N,16,BLR,2,1,S,1,S,0,0,0,1,,,,2023-10-06,2025-05-24
2011,300275,20110,300275,44,44,1,11,2,5,4,20240.0,,,2.0,3,17,4,271,276,272,293,21,29,14,1,0,1,1,0,1,2022-06-12,S,11.48,0,0,0,0,1,1,6,94,310,75,31,0,20220608,8,5,3,4,315,41361818,4,6,0,5.43,N,S,N,49,BIH,7,1,S,0,N,0,1,0,1,,2020-06-12,,2023-09-10,2025-05-24
2015,300276,20150,300276,46,13,52,10,2,1,4,,20160.0,,,7,22,5,186,194,167,173,6,18,8,0,0,1,1,0,0,2023-11-13,N,5.55,1,1,1,1,0,0,10,59,462,21,45,0,20200625,4,7,5,3,348,90395620,6,4,0,,N,N,S,64,FSM,9,0,N,0,N,1,0,1,1,2021-03-10,,2021-09-17,2022-01-16,2025-05-24
2010,300277,20100,300277,57,10,65,6,1,5,2,20110.0,,,5.0,7,63,8,235,240,235,251,16,3,7,1,0,1,0,0,1,2023-11-25,S,12.53,0,0,1,0,1,1,10,64,484,38,46,0,20200512,1,4,10,5,407,97311066,1,5,0,8.32,N,S,N,62,DMA,7,1,S,1,S,0,1,0,0,,2020-03-22,,,2025-05-24
2013,300278,20130,300278,43,39,47,1,1,4,3,,,20140.0,,7,48,5,224,248,243,269,26,14,12,0,1,1,1,0,0,2021-11-22,N,11.5,0,0,1,0,0,0,6,88,395,36,45,0,20221003,3,7,2,5,499,29888974,2,4,0,,N,N,N,8,HTI,9,0,N,0,N,1,1,1,1,2021-03-16,2021-07-16,2020-02-12,2020-03-01,2025-05-24
2020,300279,20200,300279,44,37,83,11,2,3,4,20220.0,,,3.0,4,59,5,183,213,184,190,6,30,0,1,0,1,1,0,1,2021-04-26,S,6.4,0,0,1,0,1,0,4,75,23,57,5,0,20230804,9,4,6,8,270,32847661,1,6,0,9.78,N,S,N,42,SWE,1,1,S,0,N,0,0,0,1,,,,2021-11-07,2025-05-24
2010,300280,20100,300280,14,39,45,13,2,2,2,20210.0,,,5.0,6,25,6,296,319,308,331,23,14,18,1,0,1,1,0,1,2022-06-19,S,10.11,0,0,0,0,1,1,2,70,152,67,18,0,20220623,2,4,2,3,39,17092236,2,4,0,9.58,N,S,N,36,TUN,8,1,S,1,S,1,1,0,0,2023-10-22,2023-12-24,,,2025-05-24
2017,300281,20170,300281,77,28,82,6,2,2,5,20200.0,,,3.0,7,33,6,299,330,303,322,19,25,3,1,0,1,0,0,0,2022-04-04,N,9.94,0,0,0,0,1,0,2,38,152,92,3,0,20200628,7,2,1,9,290,6533225,6,5,2,6.1,N,S,N,91,QAT,7,0,N,1,S,1,1,1,1,2021-11-26,2020-06-01,2021-08-25,2022-12-25,2025-05-24
2016,300282,20160,300282,56,27,39,3,2,2,1,,,,,7,65,5,307,339,293,302,9,4,5,0,0,1,0,0,0,2020-04-28,N,9.88,0,0,1,0,0,0,3,60,73,9,45,0,20230819,8,3,1,7,493,46676884,2,3,0,,N,N,N,34,AUS,9,0,N,1,S,0,0,1,1,,,2023-12-23,2021-03-05,2025-05-24
2022,300283,20220,300283,43,4,84,4,1,5,5,20230.0,,,4.0,1,26,6,330,386,369,386,17,30,5,1,0,1,0,0,0,2021-05-29,N,9.04,0,0,0,0,1,0,6,16,333,41,20,0,20210728,1,8,8,10,368,99393741,5,2,1,7.59,N,S,N,4,CUB,6,0,N,1,S,0,1,0,1,,2022-10-04,,2020-03-26,2025-05-24
2011,300284,20110,300284,49,40,56,7,1,2,3,20140.0,,,3.0,2,18,3,359,387,385,407,22,19,4,1,0,1,0,0,1,2020-02-25,S,6.49,0,0,1,0,1,0,9,4,317,77,15,0,20210315,7,2,4,9,450,71394920,2,1,0,5.95,N,S,N,53,KGZ,10,1,S,1,S,0,1,0,1,,2021-05-21,,2021-02-24,2025-05-24
2011,300285,20110,300285,90,4,90,10,2,3,5,,,20140.0,,1,61,4,296,335,250,260,10,7,7,0,1,1,0,0,0,2020-05-30,N,5.13,0,0,0,0,0,0,6,90,380,37,18,1,20221023,10,2,4,2,173,29161379,3,2,0,,N,N,N,35,IRQ,8,0,N,0,N,1,1,0,1,2022-07-13,2021-06-12,,2023-02-17,2025-05-24
2019,300286,20190,300286,20,47,65,8,1,3,1,20220.0,,,1.0,5,27,4,202,254,206,208,2,13,15,1,0,1,1,0,0,2022-03-18,N,12.2,0,0,0,0,1,1,4,85,483,70,49,0,20230324,4,7,1,2,347,97311066,5,6,1,9.02,N,S,N,86,BHR,5,0,N,1,S,0,0,1,1,,,2022-12-24,2021-05-31,2025-05-24
2012,300287,20120,300287,14,12,22,13,1,1,4,20220.0,,,2.0,4,31,7,243,254,247,253,6,27,10,1,0,1,0,0,1,2020-07-26,S,6.49,0,0,1,0,1,1,2,32,51,35,40,0,20210906,8,1,2,7,68,24156684,2,6,0,8.46,N,S,N,65,KOR,8,1,S,1,S,0,1,1,0,,2022-08-26,2022-10-25,,2025-05-24
2023,300288,20230,300288,7,22,28,14,1,1,5,,20240.0,,,2,51,7,237,296,242,261,19,25,9,0,0,1,1,1,0,2020-05-21,N,5.86,1,0,0,1,0,1,3,88,224,63,31,0,20200512,7,7,5,1,183,50259293,1,5,0,,S,N,N,58,BGR,8,0,N,1,S,0,0,1,1,,,2022-06-16,2020-10-28,2025-05-24
2010,300289,20100,300289,32,34,21,8,1,4,4,,20180.0,,,3,61,1,259,272,249,251,2,29,10,0,0,1,1,0,0,2023-01-08,N,9.46,1,0,1,1,0,1,8,68,180,79,25,0,20210114,3,2,3,1,151,54877191,5,3,0,,N,N,N,67,SVN,6,0,N,0,N,1,0,1,0,2023-03-13,,2023-09-17,,2025-05-24
2021,300290,20210,300290,55,10,91,12,1,3,4,,20220.0,,,4,62,5,314,329,280,287,7,18,10,0,0,1,0,0,0,2020-10-01,N,9.07,1,0,1,1,0,0,5,64,458,67,19,0,20210731,6,2,2,8,322,7575790,4,6,0,,N,N,N,54,MRT,1,0,N,0,N,0,0,0,0,,,,,2025-05-24
2013,300291,20130,300291,71,41,1,1,2,1,2,,20180.0,,,1,58,4,243,248,236,243,7,8,1,0,0,1,0,0,0,2020-05-29,N,12.05,1,0,1,1,0,1,2,8,122,6,41,0,20211215,8,2,10,10,247,41361818,5,5,0,,N,N,N,72,GNB,1,0,N,1,S,1,0,1,1,2022-11-10,,2021-02-09,2023-05-24,2025-05-24
2012,300292,20120,300292,7,21,87,1,1,4,5,20180.0,,,3.0,6,30,6,209,232,216,229,13,21,18,1,0,1,1,0,1,2020-10-17,S,5.07,0,0,0,0,1,0,10,82,413,18,28,0,20220505,3,2,7,4,40,58916591,2,2,0,5.38,N,S,N,36,TUN,7,1,S,1,S,0,1,1,0,,2020-05-10,2021-12-24,,2025-05-24
2015,300293,20150,300293,66,18,19,12,2,3,1,20240.0,,,2.0,7,64,4,312,344,337,345,8,26,13,1,0,1,1,0,1,2023-02-16,S,9.34,0,0,0,0,1,0,8,66,496,89,8,0,20210215,5,2,8,10,161,4259382,4,2,0,7.13,N,S,N,15,CAN,2,1,S,0,N,1,0,1,0,2021-02-18,,2023-11-08,,2025-05-24
2014,300294,20140,300294,45,14,13,4,1,4,4,,,,,3,51,6,337,367,341,350,9,5,13,0,0,1,0,0,0,2020-11-22,N,11.22,0,0,1,0,0,0,6,94,125,46,35,0,20200710,9,2,5,1,94,94004067,1,5,0,,N,N,N,12,ITA,4,0,N,1,S,0,0,0,0,,,,,2025-05-24
2023,300295,20230,300295,74,16,53,13,1,3,3,,20240.0,,,5,36,6,347,355,352,353,1,14,4,0,0,1,1,0,0,2020-11-12,N,11.86,1,0,0,1,0,1,4,94,295,51,43,0,20230216,9,3,4,6,372,96515159,4,1,0,,N,N,N,23,GTM,4,0,N,1,S,0,0,1,0,,,2023-08-03,,2025-05-24
2010,300296,20100,300296,47,44,81,13,2,5,1,20170.0,,,1.0,6,19,8,357,369,362,374,12,1,3,1,0,1,1,0,1,2022-01-18,S,8.52,0,0,1,0,1,1,7,1,440,52,33,0,20201113,9,7,8,3,131,94393484,2,1,0,7.84,N,S,N,99,KWT,1,1,S,1,S,1,1,1,0,2021-05-06,2022-03-12,2021-05-17,,2025-05-24
2017,300297,20170,300297,59,39,92,11,2,3,5,,,,,3,30,3,243,277,226,230,4,11,11,0,0,1,1,0,0,2020-02-02,N,8.0,0,0,0,0,0,1,2,25,457,34,40,0,20221022,6,6,4,4,98,18808678,1,1,0,,N,N,N,23,GTM,3,0,N,1,S,1,1,1,0,2023-04-08,2021-04-13,2022-02-24,,2025-05-24
2023,300298,20230,300298,15,44,9,3,2,4,2,,,,,1,20,3,214,244,163,163,0,11,1,0,0,1,1,0,0,2022-05-24,N,10.93,0,0,0,0,0,1,5,64,457,89,34,0,20200507,9,6,9,4,140,9801857,5,1,0,,N,N,N,49,BIH,6,0,N,0,N,0,0,1,1,,,2021-08-11,2022-03-09,2025-05-24
2020,300299,20200,300299,50,24,13,2,1,3,2,20240.0,,,2.0,6,35,7,338,392,387,408,21,27,2,1,0,1,0,0,0,2023-04-01,N,11.65,0,0,0,0,1,1,3,59,128,9,12,0,20220813,6,5,4,1,258,94004067,5,3,1,6.31,N,S,N,5,SWZ,1,0,N,1,S,0,1,1,0,,2020-12-19,2020-05-03,,2025-05-24
2013,300300,20130,300300,81,16,69,10,1,1,2,,,20170.0,,3,31,8,227,282,218,219,1,1,6,0,1,1,0,0,0,2020-04-29,N,5.75,0,0,1,0,0,0,9,33,121,61,49,1,20210807,6,7,2,7,360,56269520,3,2,0,,N,N,N,3,ISL,2,0,N,1,S,0,0,1,1,,,2021-10-31,2023-10-13,2025-05-24
