ID_CURSO_INFORME_NK,ID_CURSO_MATRICULA_NK,ID_PERSONA_NIP_NK,ID_CENTRO_NK,ID_PLAN_ESTUDIO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_DEDICACION_ALUMNO_NK,FLG_NUEVO_INGRESO,FLG_EN_PROGRAMA_MOVILIDAD,FECHA_LECTURA_TESIS,SN_COTUTELA_TESIS,SN_MENCION_INTERNAC_TESIS,FECHA_MATRICULA,ID_ASIGNATURA_NK,CALIFICACION,FLG_SUPERADA,FLG_PRESENTADA,FLG_RECONOCIDA,FLG_TRANSFERIDA,FLG_SUSPENDIDA,FECHA_CALIFICACION,ID_PROFESOR_NIP_NK,ID_DEDICACION_PROFESOR_NK,FLG_TUTOR,FLG_DIRECTOR,FECHA_REFERENCIA,ID_CURSO_INFORME,ID_CURSO_MATRICULA,ID_ALUMNO,SEXO_ALUMNO,ID_PAIS_NACIONALIDAD_ALUMNO,ID_DEDICACION_ALUMNO,ID_PROFESOR,SEXO_PROFESOR,ID_PAIS_NACIONALIDAD_PROF,ID_PLAN_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_ASIGNATURA,ID_TIPO_ASIGNATURA,ID_CALIFICACION,FLG_SEXENIO_VIVO,ID_DEDICACION_PROFESOR,ID_FECHA_CARGA,ID_CENTRO,SN_NUEVO_INGRESO,SN_EN_PROGRAMA_MOVILIDAD,SN_TUTOR,SN_DIRECTOR,NUM_SEXENIOS,FLG_TIEMPO_PARCIAL,ID_PAIS_NACIONALIDAD_ALUMNO_NK,FLG_EXTRANJERO,ID_FECHA_LECTURA_TESIS,ID_FECHA_MATRICULA,FLG_PROFESOR,FLG_TESIS_LEIDA,NUM_DIRECTORES_TESIS,ID_ESTUDIO_NK,ID_TIPO_BECA_NK,ID_TIPO_BECA,ID_TIPO_CONTRATO_NK,FLG_PROFESOR_UZ,FLG_PROFESOR_TIEMPO_COMPLETO,FLG_COTUTELA_TESIS,FLG_MENCION_INTERNAC_TESIS,FLG_BECADO,SN_TESIS_LEIDA,FLG_ABANDONO,SN_ABANDONO,FLG_ABANDONO_DENOMINADOR,DURACION_NETA_TESIS,FLG_TESIS_CUM_LAUDE,SN_PROFESOR_UZ,ID_SITUACION_ADVA,TOT_ARTICULOS_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_0,SN_MENCION_INDUSTRIAL,FLG_COMPENDIO_PUBLICACIONES,NUM_ART_IDX_ANO_SIG_UZ,TOT_ARTICULOS_NO_INDEX_PLAN,NUM_ART_NO_IDX_ANO_SIG_UZ,FECHA_RECON_SEXENIO_ESTATAL,ID_PROYECTO_INVESTIGACION,ID_UNIVERSIDAD_ORIGEN,FECHA_RECON_SEXENIO_AUTONOMICO,NUM_QUINQUENIOS,FLG_MENCION_INDUSTRIAL,ID_CATEGORIA_CUERPO_ESCALA,NUM_ART_NO_IDX_ANO_CURSO_RAMA,FECHA_CARGA,NUM_ART_IDX_ANO_SIG_RAMA,NUM_SEXENIO_ESTATAL,FLG_SEXENIO_VIVO_CNEAI,ID_UNIVERSIDAD_ORIGEN_NK,NUMERO_PROF_ENCUESTA_GLOBAL_2,NUM_SEXENIO_AUTONOMICO,FECHA_DEPOSITO_TESIS,TOT_ARTICULOS_NO_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_2,NUMERO_ALU_ENCUESTA_GLOBAL_5,NUMERO_PROF_ENCUESTA_GLOBAL_4,TOT_ARTICULOS_INDEX_PLAN,FLG_SEXENIO_VIVO_ESTATAL,SN_COMPENDIO_PUBLICACIONES,NUMERO_PROF_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_SIG_PLAN,FLG_SEXENIO_VIVO_AUTONOMICO,NUM_ART_IDX_ANO_CURSO_PLAN,AMBITO_PROYECTO,ID_SEXO_PROFESOR,NUM_ART_NO_IDX_ANO_CURSO_PLAN,TOT_ARTICULOS_INDEX_RAMA,NUM_ART_IDX_ANO_CURSO_RAMA,SN_PRORROGA_1,ID_SEXO_ALUMNO,FLG_OTRA_UNIVERSIDAD_DENOM,AUT_AMPLIACION_TESIS,DIAS_BAJA,NUMERO_ALU_ENCUESTA_GLOBAL_4,ID_CATEGORIA_CUERPO_ESCALA_NK,NUM_REGS_TESIS,ID_PROYECTO_INVESTIGACION_NK,NUMERO_ALU_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_CURSO_UZ,NUM_ART_NO_IDX_ANO_SIG_RAMA,FECHA_INSCRI_SOLICITUD_TESIS,FECHA_RECON_SEXENIO_CNEAI,DURACION_BRUTA_TESIS,NUMERO_PROF_ENCUESTA_GLOBAL_1,SN_PRORROGA_2,NUM_SEXENIOS_TRANSF,FLG_OTRA_UNIVERSIDAD,NUMERO_ALU_ENCUESTA_GLOBAL_1,TOT_ARTICULOS_NO_INDEX_RAMA,NUMERO_PROF_ENCUESTA_GLOBAL_0,NUMERO_PROF_ENCUESTA_GLOBAL_5,NUM_ART_IDX_ANO_SIG_PLAN,NUM_SEXENIO_CNEAI,NUM_ART_IDX_ANO_CURSO_UZ,ID_SITUACION_ADVA_NK
2021,2016,59302835,3200,10030,1000111,SD,1,0,2022-03-08,N,N,2020-07-04,188,SS,0,1,0,0,1,,55813853,TP,1,0,2025-06-03,20210,20160,72,M,88,5,43,M,62,30,30,3,188,8,2,1,2,20250603,32,S,N,S,N,6,0,ESP,1,20220308,20200704,1,1,3,3000,MC,54,CTR064677,1,0,0,0,1,S,1,S,1,882.0,1,S,9,140,339,S,0,482,793,478,2020-02-25,699,728,2022-09-19,757,1,1,101,2020-09-14,234,173,1,743,550,279,2020-11-16,239,109,81,642,282,0,N,806,45,1,389,Omnis soluta.,179,951,929,200,N,484,0,380,967,254,Ad.,118,Tenetur pariatur ullam dolores.,467,970,185,2023-10-11,2022-01-19,341,207,S,627,1,656,118,577,946,844,882,64,JUB
2013,2023,61310453,3100,10048,1000112,PH,0,0,2020-05-28,S,N,2023-02-24,344,RE,0,0,1,1,0,,916723,VI,0,0,2025-06-03,20130,20230,87,H,39,3,1,H,68,48,8,6,344,6,9,1,4,20250603,31,N,N,N,N,2,0,HUN,1,20200528,20230224,1,1,3,800,FI,122,CTR074906,1,1,1,0,0,S,0,N,0,1151.0,1,S,10,155,947,S,0,207,195,877,2022-06-01,818,285,2021-09-22,559,1,660,448,2022-01-16,20,64,1,41,874,216,2021-11-15,2,805,10,548,397,0,N,267,602,0,510,Sint dicta.,135,661,539,699,S,513,1,789,702,400,Sed.,889,Soluta eaque debitis id consequuntur quas fugit.,495,701,341,2023-09-08,2022-10-29,109,265,N,181,1,703,511,560,733,583,58,285,BAJ
2024,2023,68501420,3900,10074,1000113,TP,1,1,,N,S,2020-12-13,494,AN,0,0,1,0,0,2021-09-27,55757342,VI,1,0,2025-06-03,20240,20230,80,H,23,2,86,H,71,74,26,8,494,3,10,1,4,20250603,39,S,S,S,N,5,0,GTM,1,0,20201213,1,0,2,2600,FP,121,CTR079259,1,1,0,1,0,N,0,N,0,0.0,0,S,4,264,173,S,0,636,449,786,2021-12-31,408,576,2022-04-11,574,1,525,816,2023-01-15,97,599,0,199,220,68,2021-07-21,474,714,112,836,529,0,S,893,701,1,766,Corrupti.,268,913,854,372,N,405,1,982,808,225,Et.,689,Omnis assumenda ipsum dignissimos et iusto.,334,327,349,2021-08-11,2021-02-22,314,361,N,13,1,87,575,91,46,673,687,968,EXCS
2023,2011,97077009,1300,10072,1000114,SD,1,0,,S,S,2018-06-11,265,NP,0,0,1,1,0,2020-12-01,62059365,OT,0,1,2025-06-03,20230,20110,94,M,60,5,91,M,41,72,34,11,265,4,1,0,5,20250603,13,S,N,N,S,4,1,RUS,1,0,20180611,1,0,3,3400,MC,84,CTR055582,1,1,1,1,0,N,0,N,0,0.0,1,S,6,504,838,N,1,810,255,551,2020-03-29,663,477,2023-04-06,707,0,593,982,2020-06-08,854,518,0,985,508,562,2023-07-30,223,160,91,591,961,0,S,622,232,1,230,Quaerat vel.,816,57,245,251,S,487,0,895,205,188,Eos.,702,Error voluptates architecto. Minus nobis beatae.,855,932,770,2023-09-03,2020-04-16,990,842,S,395,1,928,763,940,712,154,457,491,EXCHI
2020,2017,75721444,1200,10052,1000115,TP,1,1,,N,S,2021-01-27,456,SB,1,1,1,1,0,2020-05-19,8289024,OT,1,1,2025-06-03,20200,20170,60,M,33,2,62,M,61,52,42,3,456,7,5,1,5,20250603,12,S,S,S,S,4,0,LBR,1,0,20210127,1,0,2,4200,FI,62,CTR029086,1,1,0,1,1,N,1,S,1,0.0,1,S,7,149,383,N,1,187,78,297,2023-02-24,938,105,2020-07-16,185,1,25,904,2022-08-14,172,831,0,580,696,353,2023-02-09,680,677,814,476,990,0,N,342,343,0,175,Odio.,778,407,821,464,S,913,1,518,334,533,Illo.,829,Magni vel eligendi dignissimos.,713,752,993,2021-07-02,2020-11-10,642,80,N,73,0,460,199,58,775,321,350,676,SUS
2024,2011,34152669,3800,10064,1000116,CR,0,1,2020-05-24,S,S,2021-07-08,325,NT,1,1,0,1,0,,53143336,AS,1,1,2025-06-03,20240,20110,97,M,36,4,96,M,97,64,28,2,325,4,4,1,3,20250603,38,N,S,S,S,4,0,TUN,1,20200524,20210708,1,1,2,2800,PD,53,CTR028863,1,1,1,1,1,S,0,N,0,743.0,1,S,3,384,309,S,0,597,576,88,2021-09-30,504,104,2021-01-29,278,1,277,172,2021-04-26,93,736,0,624,468,793,2023-06-25,310,144,881,258,360,0,S,873,452,0,754,Vel possimus.,265,203,978,840,S,181,1,695,862,872,Sint.,679,Nesciunt repudiandae reprehenderit cumque modi.,289,470,868,2021-02-19,2020-09-10,333,765,N,266,0,632,851,446,809,116,428,513,EXCF
2024,2013,62059365,3300,10012,1000117,PH,0,1,2023-04-28,S,N,2019-07-09,282,AD,0,0,0,1,0,2022-02-20,49330907,TC,0,1,2025-06-03,20240,20130,91,M,59,3,33,H,66,12,37,6,282,9,8,1,1,20250603,33,N,S,N,S,6,0,BRA,1,20230428,20190709,1,1,3,3700,AU,65,CTR065635,1,0,1,0,0,S,0,N,0,1185.0,1,S,10,392,192,N,1,382,642,436,2023-12-19,289,932,2022-05-09,244,1,398,573,2022-01-18,131,32,1,767,162,369,2021-05-15,90,12,272,217,258,1,N,367,422,1,22,Unde vel a.,139,464,265,635,N,93,0,653,231,770,Quam.,707,Ea occaecati adipisci.,741,690,814,2023-09-10,2021-01-03,314,730,S,15,0,447,394,458,116,271,533,152,BAJ
2015,2019,48557943,100,10030,1000118,TP,0,1,,N,N,2020-06-10,275,AP,1,1,0,0,0,,73717007,TP,1,0,2025-06-03,20150,20190,58,H,37,2,45,M,77,30,39,8,275,3,3,0,2,20250603,1,N,S,S,N,4,1,SLB,1,0,20200610,1,0,3,3900,MC,144,CTR005864,1,0,0,0,0,N,1,S,1,0.0,0,S,10,33,71,N,1,491,433,184,2023-10-30,817,515,2020-04-09,717,1,946,811,2021-12-20,502,767,1,457,722,204,2021-09-03,569,884,727,833,73,0,N,123,423,1,188,Possimus.,420,787,358,941,N,848,0,630,200,648,Vel.,759,Eos molestias iste facilis rerum.,124,897,796,2023-08-13,2022-01-07,59,74,N,637,0,916,908,6,151,186,350,643,BAJ
2016,2017,89628735,2500,10056,1000119,PH,1,0,,N,S,2023-12-17,255,NT,1,1,0,1,0,2020-05-14,55757342,TC,1,1,2025-06-03,20160,20170,19,H,51,3,86,H,68,56,48,1,255,9,4,0,1,20250603,25,S,N,S,S,3,0,AND,1,0,20231217,1,0,3,4800,FI,122,CTR084296,1,0,0,1,0,N,0,N,0,0.0,1,S,3,4,453,N,1,366,107,814,2021-12-30,816,545,2021-10-24,826,1,80,427,2022-01-21,389,840,0,803,259,678,2023-12-15,158,370,336,266,200,1,S,500,773,0,903,Labore.,930,542,507,214,S,84,1,739,394,566,Id.,669,Optio corrupti nihil doloribus praesentium.,579,129,153,2021-02-08,2022-07-31,619,165,S,684,0,964,43,255,990,702,759,98,EXCF
2020,2011,68886959,2400,10017,1000120,TC,1,0,2022-01-01,S,N,2021-08-16,198,RE,0,0,0,0,0,,15601471,OT,1,1,2025-06-03,20200,20110,85,H,61,1,73,M,21,17,5,11,198,9,9,0,5,20250603,24,S,N,S,S,2,0,CHN,1,20220101,20210816,1,1,2,500,AU,5,CTR005909,1,0,1,0,0,S,0,N,0,1263.0,1,S,4,624,84,S,0,436,666,917,2022-02-19,374,292,2022-10-20,129,0,312,391,2023-11-14,508,851,1,107,393,672,2022-10-31,264,492,152,816,633,1,S,637,242,1,178,Minus illo.,40,516,534,796,N,701,0,457,308,190,A.,375,Repellendus fugiat quis temporibus.,432,192,846,2023-08-20,2023-12-02,94,225,S,965,1,401,168,169,934,606,5,426,EXCS
2014,2017,76866717,4400,10081,1000121,TC,0,1,,N,N,2023-06-05,75,AP,1,1,1,0,0,2021-03-24,79968863,TC,0,0,2025-06-03,20140,20170,66,M,5,1,52,M,25,81,47,9,75,5,3,0,1,20250603,44,N,S,N,N,6,1,SWZ,1,0,20230605,1,0,1,4700,AU,85,CTR006628,1,0,0,0,1,N,1,S,1,0.0,0,S,3,238,686,N,1,718,6,122,2022-08-11,680,751,2022-07-17,781,0,412,240,2022-04-06,798,359,0,507,683,894,2021-10-31,943,488,801,423,284,0,N,281,795,0,584,Aspernatur.,452,68,953,231,S,617,1,347,974,729,Eum.,497,Perspiciatis rerum aliquid quis sit.,571,427,704,2023-12-11,2020-06-28,568,250,N,563,1,103,162,657,619,628,23,425,EXCF
2023,2015,48258264,2400,10021,1000122,SD,1,1,2021-09-15,S,S,2023-12-26,255,AP,1,1,1,1,0,2022-08-05,70890196,TP,1,0,2025-06-03,20230,20150,15,M,45,5,56,H,76,21,37,15,255,6,3,0,2,20250603,24,S,S,S,N,1,0,NOR,1,20210915,20231226,1,1,3,3700,AU,115,CTR098155,1,0,1,1,1,S,1,S,1,1018.0,1,S,5,362,48,S,0,343,845,653,2023-03-24,621,342,2020-04-19,570,0,644,566,2023-03-20,537,445,1,709,855,61,2020-10-22,613,352,951,385,177,1,S,671,296,1,409,Nihil neque.,493,178,289,238,S,741,1,674,984,682,Quos.,535,Voluptatum eligendi rerum minima a.,760,861,302,2020-04-27,2020-03-02,744,246,S,794,0,500,789,914,286,191,952,985,EXCFC
2019,2016,67845324,2700,10016,1000123,PH,1,1,,S,N,2023-02-22,485,MH,0,0,1,0,0,2020-05-09,22083803,TC,0,0,2025-06-03,20190,20160,64,H,23,3,69,H,37,16,33,6,485,8,6,1,1,20250603,27,S,S,N,N,2,0,GTM,1,0,20230222,1,0,2,3300,IN,87,CTR040984,1,1,1,0,0,N,1,S,1,0.0,1,S,10,815,62,S,0,525,83,886,2020-07-31,642,929,2021-10-13,741,0,526,702,2020-04-22,565,920,1,243,882,848,2020-06-04,552,249,180,730,702,0,S,145,82,0,668,Consectetur.,968,951,71,849,S,649,1,372,192,711,Sit.,152,Nam non culpa at praesentium numquam.,890,943,580,2022-01-12,2022-03-11,823,857,S,705,0,125,870,9,471,877,517,295,BAJ
2016,2010,61310453,3700,10056,1000124,TC,1,1,2021-03-11,N,N,2021-11-18,274,AP,1,1,0,1,0,2022-07-07,41738753,VI,0,0,2025-06-03,20160,20100,87,H,18,1,28,M,44,56,17,2,274,10,3,0,4,20250603,37,S,S,N,N,0,1,ZAF,1,20210311,20211118,1,1,3,1700,PD,113,CTR046178,1,1,0,0,1,S,1,S,1,862.0,1,S,4,418,448,N,1,725,105,959,2021-05-06,453,729,2022-03-01,91,0,222,986,2022-02-12,173,508,0,561,572,950,2020-10-03,134,671,483,900,724,1,N,86,252,1,236,Autem.,862,976,511,937,N,8,1,456,334,440,Rem.,38,Perferendis et eos optio beatae.,27,61,448,2021-09-16,2023-05-20,164,723,S,653,1,286,778,547,538,984,93,609,EXCS
2023,2020,31715995,4900,10048,1000125,CR,1,1,2022-06-23,N,S,2020-12-17,299,AN,0,0,1,1,0,2022-07-21,63193474,VI,1,0,2025-06-03,20230,20200,17,H,94,4,46,H,61,48,27,5,299,2,10,0,4,20250603,49,S,S,S,N,3,0,UGA,1,20220623,20201217,1,1,3,2700,AU,35,CTR008553,1,1,0,1,1,S,1,S,1,1099.0,0,S,2,22,829,N,0,503,913,407,2022-03-27,791,759,2022-11-27,59,1,846,667,2021-04-15,364,429,1,64,115,397,2023-09-15,252,563,930,760,956,1,N,256,71,1,780,Quibusdam.,471,707,17,565,S,278,1,39,519,901,Vel.,998,Praesentium cum ipsa vel exercitationem quod.,77,726,640,2021-12-25,2020-07-09,763,76,S,849,1,841,446,556,694,894,12,53,EXC
2017,2020,39599276,800,10014,1000126,PH,0,0,,N,N,2022-04-25,4,NP,0,0,1,1,0,2022-04-01,39599276,AS,0,0,2025-06-03,20170,20200,32,M,85,3,32,M,27,14,29,9,4,3,1,0,3,20250603,8,N,N,N,N,6,1,NER,1,0,20220425,1,0,1,2900,FI,2,CTR070551,1,0,0,0,1,N,0,N,0,0.0,1,S,3,697,235,N,0,373,349,281,2023-06-26,838,151,2023-06-11,799,1,58,162,2021-11-25,446,503,1,642,695,70,2020-08-18,347,89,575,677,66,0,S,92,681,0,280,Eveniet.,470,283,400,336,S,995,0,96,429,826,Quo.,950,Molestiae numquam at.,773,493,778,2022-01-15,2020-01-02,487,621,N,142,0,911,275,583,959,25,599,11,EXCF
2018,2013,27133023,3600,10068,1000127,CR,1,0,,S,S,2021-06-14,87,AN,0,0,0,0,0,,44039203,TP,0,0,2025-06-03,20180,20130,65,M,3,4,70,H,36,68,9,7,87,1,10,0,2,20250603,36,S,N,N,N,6,1,ISL,1,0,20210614,1,0,2,900,MC,84,CTR098368,1,1,1,1,0,N,1,S,1,0.0,0,S,2,842,634,N,1,661,298,258,2023-08-08,313,840,2020-09-02,949,0,369,443,2021-12-11,382,374,1,785,72,631,2022-05-12,506,918,853,115,849,1,S,552,917,0,234,Cupiditate.,686,21,41,504,S,756,1,717,143,500,Unde.,834,Quod cumque fugiat quas qui minus explicabo.,275,522,713,2021-02-01,2021-01-24,627,744,S,719,0,392,681,160,109,575,76,959,EXC
2019,2019,29410942,4800,10007,1000128,TC,1,1,2020-03-25,N,N,2022-11-21,216,MH,0,0,1,1,0,,41738753,AS,0,1,2025-06-03,20190,20190,36,M,69,1,28,M,79,7,11,15,216,4,6,0,3,20250603,48,S,S,N,S,4,1,TZA,1,20200325,20221121,1,1,3,1100,AU,125,CTR005287,1,0,0,0,0,S,1,S,1,848.0,0,S,7,615,796,S,1,955,29,668,2020-02-22,488,505,2020-04-02,553,1,989,335,2023-12-02,690,217,1,658,242,882,2022-01-28,430,317,321,548,682,1,N,924,637,1,486,Culpa.,20,544,639,22,N,816,1,485,835,769,Ut.,131,Quidem quisquam tenetur voluptates.,787,759,363,2023-08-17,2022-08-05,937,4,N,707,0,847,423,561,297,152,440,53,SUS
2021,2019,21436829,1500,10076,1000129,PH,0,0,2022-11-01,N,S,2019-12-27,71,RE,0,0,0,1,0,,31611127,AS,1,0,2025-06-03,20210,20190,23,M,9,3,4,H,41,76,41,10,71,5,9,0,3,20250603,15,N,N,S,N,4,0,ARG,1,20221101,20191227,1,1,1,4100,FP,91,CTR092230,1,0,0,1,0,S,1,S,1,1141.0,0,S,9,258,1,N,1,241,244,871,2022-03-24,421,354,2021-09-26,581,1,312,710,2022-05-16,249,167,0,792,848,306,2023-10-10,813,579,53,927,71,1,S,386,225,1,787,In omnis.,304,62,536,56,N,244,0,680,521,172,Ea.,444,Illo aspernatur voluptatibus delectus quos.,820,770,609,2020-07-26,2020-03-20,820,891,S,138,1,372,622,84,493,932,431,83,JUB
2023,2024,59961498,1800,10052,1000130,SD,1,1,2020-06-27,N,S,2022-12-17,91,NP,0,0,0,1,0,2020-08-12,40526484,VI,1,1,2025-06-03,20230,20240,55,M,1,5,8,M,75,52,25,8,91,2,1,1,4,20250603,18,S,S,S,S,3,1,ESP,0,20200627,20221217,1,1,2,2500,FP,91,CTR013871,1,0,0,1,0,S,1,S,1,1460.0,0,S,6,779,131,S,1,218,63,6,2020-10-16,805,163,2020-01-02,925,0,751,47,2023-09-16,394,644,1,650,532,423,2022-08-10,712,170,708,911,241,0,S,457,474,1,550,Ipsa esse.,949,642,534,535,S,814,1,115,282,935,Eum.,847,Nemo unde nihil omnis facere esse eos deleniti.,290,506,641,2021-09-30,2021-10-08,869,314,S,509,1,555,379,731,337,1000,86,305,EXCHI
2021,2023,27133023,200,10024,1000131,CR,1,1,,N,S,2022-08-12,62,MH,0,0,0,0,0,,68886959,TP,1,1,2025-06-03,20210,20230,65,M,6,4,85,H,22,24,27,8,62,1,6,1,2,20250603,2,S,S,S,S,1,0,UKR,1,0,20220812,1,0,1,2700,MC,84,CTR092671,1,0,0,1,1,N,1,S,1,0.0,0,S,1,810,390,S,0,682,753,926,2022-03-07,885,299,2022-10-15,890,1,828,405,2022-05-27,364,516,0,519,818,442,2021-10-07,561,159,113,401,641,0,S,884,848,1,957,Dolore.,395,851,316,153,N,628,0,342,937,723,Ut.,206,Neque ea modi praesentium modi.,302,838,348,2023-06-23,2020-10-18,825,90,N,588,0,583,421,548,497,455,736,137,ACT
2011,2023,68886959,300,10025,1000132,TP,0,0,2023-02-02,S,N,2022-05-20,27,AD,0,0,1,0,0,,73717007,OT,1,1,2025-06-03,20110,20230,85,H,30,2,45,M,67,25,13,7,27,5,8,1,5,20250603,3,N,N,S,S,3,1,HND,1,20230202,20220520,1,1,1,1300,AU,15,CTR036601,1,0,1,0,1,S,0,N,0,829.0,0,S,7,580,65,N,1,199,862,453,2020-05-11,930,394,2020-07-14,389,0,473,478,2020-08-20,149,836,1,298,979,927,2023-05-13,741,22,649,795,593,0,S,166,242,1,634,Dicta nisi.,109,807,224,148,S,263,0,112,981,574,Vero.,522,Consequuntur excepturi consequuntur harum fugit.,291,500,306,2021-09-25,2020-11-16,621,303,N,352,1,585,765,216,63,50,447,813,SUS
2018,2020,73504237,1400,10067,1000133,TP,1,1,,S,N,2022-07-28,437,AD,0,0,0,1,0,,20112846,VI,1,0,2025-06-03,20180,20200,63,H,72,2,68,H,39,67,21,1,437,4,8,0,4,20250603,14,S,S,S,N,2,0,GNB,1,0,20220728,1,0,2,2100,MC,44,CTR095520,1,0,1,0,1,N,1,S,1,0.0,1,S,7,908,619,N,1,830,124,877,2023-07-21,908,219,2023-06-10,535,0,112,1000,2023-08-31,103,543,1,286,937,616,2023-12-17,709,645,176,202,233,1,N,935,327,0,524,Culpa maxime.,258,121,215,33,S,404,1,175,339,47,Et.,586,Asperiores minima deleniti eum atque.,685,801,7,2022-05-07,2022-03-27,220,209,N,582,0,969,167,692,786,273,705,905,SUS
2011,2022,15601471,3000,10069,1000134,PH,1,0,,S,N,2018-08-22,44,CO,0,0,1,0,0,2020-08-11,29641883,OT,0,0,2025-06-03,20110,20220,73,M,73,3,35,H,80,69,19,12,44,5,7,0,5,20250603,30,S,N,N,N,2,1,GHA,1,0,20180822,1,0,3,1900,FI,82,CTR012388,1,1,1,0,1,N,1,S,1,0.0,0,S,5,588,764,N,1,708,155,554,2023-01-21,899,770,2020-05-18,684,1,375,774,2021-12-24,3,116,1,44,919,379,2020-03-01,254,380,276,375,990,0,N,373,209,1,181,Voluptatibus.,576,30,601,217,N,374,0,266,100,878,Quia.,654,Cum eaque neque quisquam ut dolores qui.,597,207,597,2023-05-08,2020-11-09,632,157,S,69,1,748,740,55,652,715,271,85,EXCFC
2023,2023,29246218,3200,10043,1000135,CR,0,1,,N,N,2019-01-06,26,MH,0,0,0,0,0,,59791674,TC,1,1,2025-06-03,20230,20230,99,M,31,4,81,M,48,43,40,15,26,9,6,0,1,20250603,32,N,S,S,S,0,1,MUS,1,0,20190106,1,0,3,4000,AU,45,CTR039426,1,0,0,0,0,N,1,S,1,0.0,0,S,1,140,705,S,1,23,417,893,2021-08-28,814,558,2021-04-05,291,0,712,811,2022-12-13,731,813,0,317,596,763,2022-08-01,382,122,844,192,608,1,S,938,160,1,427,Repellat.,665,114,594,849,N,173,1,264,11,340,Quam.,420,Est voluptatibus voluptates soluta omnis unde.,519,320,416,2021-12-10,2020-12-04,644,507,S,910,1,885,676,149,457,155,847,619,ACT
2019,2024,81300905,3100,10040,1000136,CR,1,1,2023-12-23,S,S,2021-09-20,302,SS,0,1,0,0,1,,89628735,TP,0,1,2025-06-03,20190,20240,41,H,20,4,19,H,37,40,33,10,302,6,2,0,2,20250603,31,S,S,N,S,1,1,TGO,1,20231223,20210920,1,1,2,3300,MC,134,CTR059269,1,1,1,1,1,S,1,S,1,1106.0,0,S,7,799,742,N,1,669,298,58,2021-09-16,872,77,2020-10-05,180,0,445,65,2023-08-14,10,880,1,19,695,444,2020-05-21,351,352,549,604,697,1,S,763,773,1,587,Ullam harum.,740,174,77,547,S,231,1,66,991,12,Iste.,502,Minus aspernatur dolor.,445,70,18,2022-09-25,2023-01-28,405,665,N,882,0,872,690,531,505,137,533,59,SUS
2012,2021,7467311,1300,10091,1000137,CR,0,0,2023-04-07,N,S,2022-11-09,63,NT,1,1,0,0,0,,75000490,TC,0,0,2025-06-03,20120,20210,82,M,6,4,90,H,87,91,43,10,63,8,4,1,1,20250603,13,N,N,N,N,3,1,UKR,1,20230407,20221109,1,1,2,4300,AU,115,CTR031978,1,0,0,1,1,S,0,N,0,885.0,0,S,7,900,811,S,0,605,854,753,2020-07-19,640,199,2021-10-02,937,1,725,938,2023-02-22,677,965,1,707,490,737,2021-06-30,980,896,191,615,1000,0,S,206,912,1,204,Molestiae.,242,533,862,424,S,838,0,723,248,167,Nemo.,530,Id eius laboriosam asperiores incidunt.,797,358,118,2020-12-28,2021-07-14,1,362,N,977,0,479,750,495,817,663,903,989,SUS
2018,2023,78176558,2000,10020,1000138,TP,1,0,,N,S,2019-02-09,182,NT,1,1,1,1,0,2022-01-08,10482769,OT,1,0,2025-06-03,20180,20230,9,H,67,2,59,H,24,20,25,11,182,10,4,0,5,20250603,20,S,N,S,N,6,1,SVN,1,0,20190209,1,0,1,2500,FI,142,CTR094673,1,1,0,1,1,N,0,N,0,0.0,1,S,3,785,907,N,1,342,146,829,2022-02-17,763,361,2021-04-04,114,1,446,381,2022-05-21,644,437,0,538,155,159,2022-12-05,172,689,554,104,9,1,S,196,439,1,193,Eum eaque.,78,140,182,768,S,310,1,783,161,487,A.,887,Atque libero at ad laboriosam fuga ullam.,744,545,601,2022-09-24,2020-06-01,498,476,N,619,1,990,654,413,482,372,792,51,EXCF
2024,2015,96223100,3100,10089,1000139,SD,0,0,2020-11-01,N,N,2022-04-19,210,NT,1,1,1,0,0,2020-05-24,15601471,OT,0,1,2025-06-03,20240,20150,76,H,66,5,73,M,73,89,10,12,210,8,4,0,5,20250603,31,N,N,N,S,0,1,CAF,1,20201101,20220419,1,1,2,1000,FP,141,CTR025318,1,0,0,0,1,S,0,N,0,805.0,0,S,8,730,340,N,1,330,715,239,2023-04-01,654,622,2020-10-05,380,0,502,297,2020-01-23,348,4,0,396,219,727,2020-07-31,350,201,917,187,304,0,N,328,469,0,98,Molestiae.,483,666,953,57,S,589,1,258,921,870,Eius.,934,Necessitatibus corrupti repellat ipsum vel.,777,152,460,2023-06-18,2021-05-13,417,46,S,566,0,700,312,203,986,768,21,994,COM
