ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_PAIS_NACIONALIDAD,ID_ASIGNATURA,ID_CLASE_ASIGNATURA,ID_TIPO_ACCESO,ID_CURSO_ACADEMICO_COHORTE,ID_POBLACION_FAMILIAR,ID_FECHA_MATRICULA,SEXO,ID_SEXO,EDAD,CREDITOS,CURSO_ORDEN,CURSO_MAS_ALTO_MATRICULADO,NUMERO_MATRICULAS,ID_MODALIDAD_PLAN_NK,ID_GRUPO,FLG_CAMBIO_CICLO_GRADO,FLG_TRASLADO_MISMO_ESTUDIO,ID_TIPO_ESTUDIO_NK,ID_PROGRAMA_MOVILIDAD_NK,SN_COORDINADOR,ID_UNIVERSIDAD_ORIGEN,SN_PROGRAMA_INTERNACIONAL,ID_PAIS_BACH_PROCEDENCIA_NK,ID_TIPO_ESTUDIO,NUM_REGS_GRANO,ID_PAIS_BACH_PROCEDENCIA,FECHA_CARGA,ID_ESTUDIO_PREVIO,ID_TIPO_CENTRO,SN_NUEVO_INGRESO,ID_POBLACION_CENTRO,ID_UNIVERSIDAD_ORIGEN_NK,ID_DETALLE_CUPO_GENERAL_NK,ID_ASIGNATURA_NK,SN_DOCTORADO_VIGENTE,ID_DEDICACION,SN_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER_NK,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_NK,ID_DEDICACION_NK,ID_PLAN_ESTUDIO_ANO_DATOS,FLG_MOVILIDAD_IN,FLG_ESTUDIANTE_INTERNACIONAL,SN_ESTUDIANTE_INTERNACIONAL,ID_RANGO_NOTA_CRUE,FLG_COORDINADOR,ID_PLAN_GRUPO_MATRICULA,FLG_EQUIVALENTE_TC_SIIU_MOV,SN_PROG_MOVILIDAD,COD_POSTAL_CURSO,FLG_NUEVO_ACCESO_SUE,SN_CAMBIO_CICLO_GRADO_NUEVO,ANYO_ACCESO_SUE,ID_CENTRO_IMPARTICION_NK,FLG_EQUIVALENTE_TC_SIIU,ID_EDAD_EST,ID_PAIS_FAMILIAR,SN_MASTER_HABILITANTE,SN_DISCAPACIDAD,ID_RAMA_CONOCIMIENTO,SN_TRASLADO_MISMO_ESTUDIO,ORDEN_BOE_PLAN,ID_ESTUDIO_NK,COD_POSTAL_FAMILIAR,SN_MOVILIDAD_IN,FLG_INTERUNIVERSITARIO,ID_FECHA_CARGA,ID_DETALLE_CUPO_GENERAL,ID_CAMPUS_CENTRO,ID_ESTUDIO,FLG_NUEVO_INGRESO,SN_NUEVO_ACCESO_SUE,ID_TIPO_ACCESO_NK,ID_PAIS_UNIVERSIDAD_ORIGEN,FLG_DISCAPACIDAD,ID_TIPO_ASIGNATURA,ID_PAIS_FAMILIAR_NK,FLG_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER,ID_PLAN_ESTUDIO_NK,CURSO_IMPARTICION_ASIG,ID_PERSONA_NIP_NK,NUM_REGS_GRANO_MOV,SUPER_EXPEDIENTE,ID_PAIS_UNIVERSIDAD_ORIGEN_NK,SN_CAMBIO_CICLO_GRADO,FLG_EN_PROGRAMA_MOVILIDAD,ID_MODALIDAD_PLAN,SN_INTERUNIVERSITARIO,RANGO_NUM_MATRICULAS
2016,195,20160,64,195,82,25,74,102,2,15,20170,121,20171013,H,1,32,11.5,2,3,2,VIR,19,1,0,3,80.0,S,16.0,S,SRB,3,1,74,2022-10-28,8,7,S,92,160.0,DC02,102,N,3,S,,47,25,3,44,1,1,S,2,1,85,0.58,S,42632,1,S,2010,25,1.0,1,74,S,N,2,N,BOE-2020-164,49,36739,S,0,20221028,2,3,49,1,N,PAU,60.0,0,10,SRB,1,,82,2,67845324,1,918035,RUS,S,1,3,N,2
2012,196,20120,71,196,53,13,76,390,3,15,20230,93,20120517,H,1,27,5.6,2,1,1,VIR,8,0,1,1,50.0,S,74.0,S,COM,1,1,76,2022-04-19,1,3,S,71,740.0,DC05,390,N,2,N,T65119,48,13,2,17,0,1,S,1,1,74,0.0,S,49781,0,N,2012,13,0.0,3,76,N,N,4,S,BOE-2012-153,42,13849,N,1,20220419,5,4,42,1,S,PAU,53.0,0,2,COM,0,59.0,53,2,69839059,0,241000,KGZ,N,1,3,S,1
2014,197,20140,52,197,15,44,96,215,1,8,20230,500,20150401,M,2,61,3.1,3,2,2,VIR,10,1,1,3,,S,,,SVK,3,1,96,2022-05-21,1,5,N,135,,DC02,215,N,2,N,,56,44,2,44,0,0,N,5,1,34,0.0,N,14523,1,S,2011,44,1.0,8,2,S,S,12,S,BOE-2021-051,28,27029,N,0,20220521,2,2,28,0,S,PAU,,1,7,COG,0,,15,3,79968863,0,309767,,S,0,3,N,2
2010,198,20100,55,198,89,14,33,310,3,3,20130,320,20100212,M,2,29,3.9,4,1,1,HYB,12,0,1,5,,S,,,LBR,5,1,33,2020-12-11,3,2,S,293,,DC06,310,N,4,S,,100,14,4,41,0,0,N,2,1,35,0.0,N,22515,0,N,2010,14,0.0,6,33,S,S,6,S,BOE-2023-200,3,41700,N,0,20201211,6,7,3,1,N,PAU,,1,7,LBR,1,,89,4,59961498,0,625318,,N,0,5,N,1
2013,199,20130,67,199,56,47,91,137,1,11,20230,7,20130203,H,1,47,7.3,3,2,1,VIR,9,0,1,10,40.0,N,94.0,S,QAT,10,1,91,2023-04-06,9,4,S,87,940.0,DC05,137,N,5,S,,59,47,5,7,0,0,N,5,0,34,0.0,S,50819,0,N,2012,47,0.0,1,91,S,N,14,S,BOE-2016-043,1,30040,N,0,20230406,5,4,1,1,N,PAU,79.0,0,6,QAT,1,,56,3,72029307,0,863092,NAM,N,1,3,N,1
2011,200,20110,67,200,48,34,96,312,5,1,20160,481,20120108,H,1,46,3.1,3,3,1,DIS,13,0,1,3,80.0,N,87.0,S,SVK,3,1,96,2022-04-23,8,8,S,310,870.0,DC06,312,N,2,S,,90,34,2,10,0,1,S,2,0,3,0.0,S,21287,1,N,2010,34,1.0,4,96,S,S,10,S,BOE-2021-094,4,32941,N,1,20220423,6,8,4,1,N,PAU,12.0,1,8,SVK,1,,48,3,72029307,0,291927,ITA,N,1,4,S,1
2022,201,20220,27,201,74,27,27,156,2,12,20180,264,20220302,M,2,65,10.2,3,1,3,PRE,6,0,0,10,,N,,,SLV,10,1,27,2021-06-21,7,8,S,190,,DC05,156,S,4,S,,98,27,4,49,1,1,S,4,0,27,0.88,N,03916,1,N,2016,27,1.0,5,27,S,S,1,N,BOE-2012-296,45,42257,S,1,20210621,5,1,45,1,S,PAU,,1,9,SLV,1,,74,3,94429826,1,900069,,N,0,1,S,3
2011,202,20110,59,202,95,1,69,217,3,10,20230,135,20111017,H,1,9,7.8,2,1,3,VIR,9,1,0,7,100.0,S,23.0,S,TZA,7,1,69,2022-01-04,10,5,N,53,230.0,DC05,217,S,2,N,T85013,72,1,2,29,0,0,N,5,1,21,0.0,S,39702,1,S,2010,1,0.0,2,69,S,N,1,N,BOE-2022-126,11,07833,N,1,20220104,5,4,11,0,N,PAU,71.0,0,10,TZA,0,77.0,95,2,10482769,0,790685,LSO,S,1,3,S,3
2024,203,20240,83,203,68,38,97,389,1,2,20130,195,20240213,M,2,46,4.8,4,1,1,SEM,17,0,1,5,,S,,,GAB,5,1,97,2022-07-02,3,3,S,85,,DC01,389,N,5,N,,77,38,5,39,1,0,N,4,1,20,0.51,N,20103,0,N,2020,38,1.0,6,97,S,N,2,S,BOE-2023-152,42,34773,S,0,20220702,1,3,42,1,N,PAU,,0,10,GAB,0,,68,4,60858653,1,782918,,N,0,2,N,1
2024,204,20240,76,204,88,8,93,308,4,14,20150,57,20240718,H,1,37,7.8,1,2,3,PRE,6,0,0,8,60.0,N,34.0,S,CHL,8,1,93,2023-10-09,5,7,N,143,340.0,DC04,308,S,2,S,,28,8,2,34,1,0,N,2,0,39,0.78,S,31237,0,N,2011,8,0.0,6,93,S,S,1,N,BOE-2011-080,11,49636,S,1,20231009,4,6,11,0,S,PAU,17.0,1,7,CHL,1,,88,1,96223100,1,714011,URY,N,1,1,S,3
2014,205,20140,32,205,49,21,18,433,3,1,20190,181,20140502,M,2,44,10.3,3,3,3,VIR,7,1,1,4,,N,,,ZAF,4,1,18,2021-12-22,7,5,N,21,,DC07,433,N,5,N,,30,21,5,33,0,0,N,4,0,20,0.0,N,46064,1,S,2014,21,0.0,8,18,N,S,13,S,BOE-2016-238,23,08779,N,1,20211222,7,3,23,0,N,PAU,,1,7,ZAF,0,,49,3,39599276,0,499674,,S,0,3,S,3
2016,206,20160,73,206,80,9,2,197,4,7,20100,38,20170406,M,2,43,8.5,2,2,1,HYB,17,1,1,10,10.0,S,80.0,S,COG,10,1,2,2023-06-05,6,7,S,89,800.0,DC06,197,S,2,S,,98,9,2,42,1,0,N,2,1,78,0.52,S,40535,0,S,2016,9,0.0,8,94,S,S,4,S,BOE-2012-207,30,13132,S,0,20230605,6,4,30,1,S,PAU,64.0,1,10,UGA,1,,80,2,15601471,1,262275,FSM,S,1,5,N,1
2014,207,20140,16,207,3,14,67,416,5,8,20100,165,20150928,H,1,36,6.9,3,4,2,SEM,14,1,0,9,,N,,,SVN,9,1,67,2023-12-23,10,3,N,157,,DC02,416,S,1,N,,14,14,1,41,1,0,N,4,0,55,0.93,N,46701,0,S,2012,14,0.0,3,67,N,N,10,N,BOE-2019-206,10,45125,S,0,20231223,2,10,10,0,S,PAU,,0,8,SVN,0,,3,3,92981826,1,685838,,S,0,2,N,2
2016,208,20160,53,208,13,34,56,293,3,8,20130,79,20160409,M,2,22,5.3,2,3,1,DIS,19,1,1,5,,N,,,LIE,5,1,56,2020-01-27,4,5,N,79,,DC01,293,S,2,N,T68189,6,34,2,2,1,1,S,4,0,12,0.6,N,40909,1,S,2013,34,1.0,8,50,S,S,13,S,BOE-2019-299,49,50406,S,1,20200127,1,3,49,0,S,PAU,,1,1,NZL,0,4.0,13,2,10988446,1,973805,,S,0,4,S,1
2019,209,20190,1,209,100,18,64,221,1,8,20200,384,20190402,H,1,60,9.2,4,4,2,SEM,20,1,0,7,,S,,,FSM,7,1,64,2022-09-16,4,4,N,450,,DC08,221,S,3,S,T69376,72,18,3,10,1,0,N,3,1,5,0.86,N,01978,1,S,2014,18,0.0,4,64,N,S,2,N,BOE-2015-279,35,34482,S,0,20220916,8,2,35,0,N,PAU,,1,3,FSM,1,43.0,100,4,916723,1,461038,,S,0,2,N,2
2014,210,20140,2,210,76,16,2,368,3,6,20240,458,20140210,H,1,8,11.3,2,2,1,PRE,5,1,1,2,,S,,,COG,2,1,2,2021-05-03,9,5,N,64,,DC10,368,N,1,S,,42,16,1,11,0,1,S,5,1,2,0.0,N,15695,0,S,2012,16,1.0,8,25,N,N,13,S,BOE-2016-145,20,15600,N,1,20210503,10,7,20,0,N,PAU,,0,9,PHL,1,,76,2,35002007,0,194941,,S,0,1,S,1
2018,211,20180,65,211,7,49,99,431,4,8,20160,22,20191129,M,2,35,11.8,1,1,3,HYB,6,0,0,10,,S,,,KWT,10,1,99,2020-10-24,9,8,S,44,,DC09,431,N,1,N,T86838,31,49,1,35,0,1,S,1,1,44,0.0,N,35221,1,N,2018,49,1.0,5,99,N,S,10,N,BOE-2019-336,33,09605,N,1,20201024,9,7,33,1,N,PAU,,1,9,KWT,0,87.0,7,1,27133023,0,216851,,N,0,5,S,3
2015,212,20150,92,212,36,19,62,372,1,14,20100,273,20160222,H,1,47,6.5,1,3,3,HYB,18,1,1,3,100.0,N,78.0,S,DMA,3,1,62,2020-09-27,3,2,N,17,780.0,DC06,372,N,4,N,,1,19,4,23,1,1,S,3,0,63,0.7,S,49881,1,S,2015,19,0.0,2,58,N,S,13,S,BOE-2016-025,44,25633,S,0,20200927,6,8,44,0,S,PAU,12.0,1,4,BGR,0,,36,1,90297353,1,642047,ITA,S,1,5,N,3
2018,213,20180,76,213,16,1,28,301,1,10,20240,61,20180825,H,1,31,8.5,3,2,3,PRE,11,1,1,1,40.0,N,86.0,S,KAZ,1,1,28,2020-08-17,10,1,N,35,860.0,DC02,301,S,2,S,T68454,96,1,2,37,1,1,S,2,0,6,0.82,S,23776,1,S,2015,1,1.0,4,28,N,S,6,S,BOE-2014-169,11,28660,S,0,20200817,2,5,11,0,N,PAU,82.0,1,4,KAZ,1,83.0,16,3,96223100,1,827172,PAN,S,1,1,N,3
2012,214,20120,22,214,77,44,48,77,1,8,20100,316,20130404,H,1,56,3.9,4,2,2,PRE,7,1,0,1,,S,,,ATG,1,1,48,2023-08-04,1,7,S,61,,DC01,77,S,4,S,,9,44,4,10,1,0,N,1,1,48,0.53,N,08948,1,S,2010,44,1.0,6,48,N,N,1,N,BOE-2021-326,32,38130,S,1,20230804,1,1,32,1,N,PAU,,0,6,ATG,1,,77,4,41178850,1,812392,,S,0,1,S,2
2019,215,20190,42,215,40,29,73,136,1,12,20210,193,20200817,H,1,33,3.5,4,1,3,DIS,15,1,1,6,40.0,S,42.0,S,GHA,6,1,73,2021-03-15,9,2,N,120,420.0,DC03,136,N,3,S,,99,29,3,23,1,1,S,1,1,48,0.5,S,31808,1,S,2018,29,0.0,1,73,N,S,12,S,BOE-2021-245,17,36041,S,1,20210315,3,1,17,0,N,PAU,37.0,1,4,GHA,1,,40,4,50147077,1,882334,SLB,S,1,4,S,3
2023,216,20230,19,216,89,46,78,358,4,4,20100,403,20230922,H,1,21,10.8,2,3,1,VIR,8,1,1,3,70.0,N,37.0,S,GNQ,3,1,78,2020-12-04,7,7,N,11,370.0,DC08,358,N,3,N,,67,46,3,30,0,0,N,5,0,25,0.0,S,42619,0,S,2021,46,0.0,3,78,N,S,5,S,BOE-2013-153,44,52039,N,1,20201204,8,3,44,0,S,PAU,32.0,1,4,GNQ,0,,89,2,89628735,0,245018,THA,S,1,3,S,1
2010,217,20100,57,217,42,28,73,354,5,10,20130,36,20110520,H,1,23,10.1,2,2,3,VIR,15,1,0,9,,S,,,GHA,9,1,73,2022-07-09,5,2,N,184,,DC09,354,S,1,N,,27,28,1,49,0,1,S,4,1,4,0.0,N,39053,1,S,2010,28,1.0,3,73,N,N,1,N,BOE-2013-194,13,25811,N,0,20220709,9,1,13,0,N,PAU,,0,4,GHA,0,,42,2,94457890,0,154903,,S,0,3,N,3
2014,218,20140,3,218,87,42,56,243,3,9,20170,86,20150226,H,1,56,10.5,1,1,1,DIS,19,1,1,8,,N,,,LIE,8,1,56,2020-05-25,9,3,S,1,,DC10,243,N,3,S,,96,42,3,20,1,1,S,2,0,76,0.79,N,36615,0,S,2013,42,0.0,5,15,S,S,10,S,BOE-2019-040,28,05619,S,0,20200525,10,8,28,1,S,PAU,,1,7,CAN,1,,87,1,51482483,1,983020,,S,0,4,N,1
2012,219,20120,17,219,96,15,76,132,4,2,20240,67,20130323,H,1,54,8.1,3,2,2,VIR,6,0,0,3,,S,,,COM,3,1,76,2023-12-02,5,2,N,158,,DC08,132,S,1,S,,51,15,1,1,1,1,S,2,1,82,0.77,N,09887,1,N,2012,15,1.0,4,10,N,S,6,N,BOE-2023-263,7,25706,S,0,20231202,8,6,7,0,N,PAU,,1,9,VCT,1,,96,3,31715995,1,167333,,N,0,3,N,2
2013,220,20130,90,220,93,17,74,329,3,7,20110,157,20130607,H,1,40,7.6,4,3,3,DIS,1,0,0,10,,N,,,SRB,10,1,74,2021-02-16,7,5,S,193,,DC06,329,N,4,N,T24392,54,17,4,35,1,0,N,4,0,17,0.76,N,27421,1,N,2011,17,1.0,8,74,N,S,1,N,BOE-2021-231,30,27963,S,1,20210216,6,2,30,1,S,PAU,,1,10,SRB,0,87.0,93,4,75000490,1,434134,,N,0,4,S,3
2016,221,20160,36,221,1,1,7,198,5,8,20240,173,20161105,M,2,46,3.6,4,3,2,PRE,14,0,0,7,,S,,,AUT,7,1,7,2021-06-16,9,3,S,15,,DC10,198,S,3,N,,66,1,3,31,1,0,N,4,1,69,0.52,N,45794,0,N,2016,1,0.0,3,7,S,N,11,N,BOE-2017-022,34,41433,S,1,20210616,10,1,34,1,S,PAU,,0,9,AUT,0,,1,4,29410942,1,960442,,N,0,1,S,2
2010,222,20100,70,222,79,48,69,115,1,10,20190,398,20110723,H,1,6,8.7,4,4,3,DIS,13,1,1,2,,S,,,TZA,2,1,69,2021-07-04,4,5,S,150,,DC06,115,S,5,S,,39,48,5,1,0,0,N,3,1,97,0.0,N,39028,0,S,2010,48,1.0,8,69,N,N,1,S,BOE-2015-256,18,08745,N,1,20210704,6,8,18,1,N,PAU,,0,4,TZA,1,,79,4,44039203,0,700872,,S,0,4,S,3
2011,223,20110,46,223,68,39,98,72,3,9,20130,144,20110427,H,1,51,3.9,4,4,2,VIR,6,1,1,1,50.0,N,89.0,S,COL,1,1,98,2023-09-06,2,4,S,11,890.0,DC07,72,N,3,N,,83,39,3,22,1,1,S,5,0,54,0.58,S,26233,1,S,2011,39,0.0,7,99,S,N,3,S,BOE-2010-330,40,48818,S,0,20230906,7,4,40,1,N,PAU,50.0,0,8,KWT,0,,68,4,63193474,1,550219,NZL,S,1,3,N,2
2012,224,20120,76,224,28,43,83,469,1,6,20130,48,20130416,H,1,26,10.4,3,3,2,VIR,15,0,0,2,70.0,S,1.0,S,BEL,2,1,83,2020-10-22,5,3,N,38,10.0,DC06,469,N,3,S,,86,43,3,6,0,0,N,5,1,81,0.0,S,38621,1,N,2012,43,1.0,8,83,N,N,13,N,BOE-2017-229,34,38128,N,0,20201022,6,1,34,0,N,PAU,8.0,0,8,BEL,1,,28,3,96223100,0,949262,HTI,N,1,3,N,2
2019,225,20190,9,225,42,32,78,30,5,10,20200,155,20200213,H,1,29,4.9,3,4,2,SEM,4,0,0,9,,S,,,GNQ,9,1,78,2020-06-11,2,7,N,474,,DC07,30,S,2,N,T73600,73,32,2,41,1,0,N,5,1,70,0.7,N,11343,0,N,2019,32,0.0,3,43,N,N,7,N,BOE-2020-051,24,48756,S,1,20200611,7,3,24,0,N,PAU,,0,10,TWN,0,90.0,42,3,78176558,1,988494,,N,0,2,S,2
2018,226,20180,78,226,30,15,36,464,5,11,20130,477,20191209,M,2,31,3.4,4,3,2,DIS,2,0,1,5,,N,,,TUN,5,1,36,2022-07-02,6,8,S,183,,DC07,464,N,1,N,T10009,57,15,1,32,1,0,N,3,0,81,0.86,N,47996,0,N,2013,15,0.0,5,36,N,N,4,S,BOE-2020-048,28,30987,S,1,20220702,7,6,28,1,N,PAU,,0,10,TUN,0,77.0,30,4,65609379,1,233146,,N,0,4,S,2
2014,227,20140,62,227,7,42,90,53,2,15,20170,117,20140526,M,2,29,5.9,4,1,3,HYB,14,1,1,6,10.0,N,78.0,S,TTO,6,1,90,2021-04-20,5,4,N,114,780.0,DC07,53,S,4,S,T66600,18,42,4,26,0,1,S,1,0,9,0.0,S,30688,1,S,2011,42,0.0,8,90,N,N,9,S,BOE-2013-256,42,45174,N,1,20210420,7,4,42,0,N,PAU,12.0,0,1,TTO,1,7.0,7,4,8289024,0,603070,ITA,S,1,5,S,3
2010,228,20100,18,228,73,6,43,287,3,15,20210,362,20100125,H,1,55,6.4,3,1,3,VIR,14,0,1,5,100.0,S,77.0,S,TWN,5,1,43,2022-08-13,5,4,S,77,770.0,DC02,287,S,2,N,,57,6,2,44,1,1,S,5,1,15,0.78,S,02757,0,N,2010,6,0.0,8,43,N,N,3,S,BOE-2012-085,43,45241,S,1,20220813,2,2,43,1,N,PAU,37.0,0,3,TWN,0,,73,3,8338186,1,113765,SLB,N,1,3,S,3
2013,229,20130,89,229,63,29,37,14,2,10,20170,415,20140726,H,1,32,11.7,1,2,2,PRE,5,1,0,3,,N,,,SLB,3,1,37,2021-01-21,7,7,S,164,,DC09,14,S,3,S,T38703,96,29,3,2,0,1,S,1,0,1,0.0,N,33922,1,S,2013,29,1.0,3,37,S,S,11,N,BOE-2012-017,47,42554,N,1,20210121,9,6,47,1,N,PAU,,1,9,SLB,1,66.0,63,1,7749299,0,391383,,S,0,1,S,2
2021,230,20210,3,230,13,31,58,315,1,6,20120,77,20220321,H,1,63,8.6,2,2,2,HYB,19,1,1,5,70.0,S,88.0,S,BGR,5,1,58,2021-09-21,10,7,N,76,880.0,DC09,315,N,1,N,,82,31,1,34,1,1,S,3,1,46,0.61,S,28808,1,S,2019,31,1.0,6,24,S,S,5,S,BOE-2017-193,41,46615,S,0,20210921,9,3,41,0,N,PAU,62.0,1,5,BLZ,0,,13,2,51482483,1,818598,DMA,S,1,5,N,2
2014,231,20140,71,231,52,31,19,93,5,15,20130,275,20140602,H,1,29,3.6,3,3,2,PRE,8,1,1,10,40.0,S,15.0,S,CMR,10,1,19,2022-01-02,10,5,N,62,150.0,DC01,93,S,4,N,,64,31,4,22,0,1,S,3,1,37,0.0,S,25695,1,S,2010,31,0.0,5,19,S,S,13,S,BOE-2018-100,15,24271,N,0,20220102,1,8,15,0,S,PAU,64.0,1,1,CMR,0,,52,3,69839059,0,199361,FSM,S,1,1,N,2
2014,232,20140,30,232,56,31,69,212,2,11,20230,54,20150221,M,2,33,8.5,4,3,2,PRE,6,1,1,8,,S,,,TZA,8,1,69,2023-08-08,2,2,S,25,,DC09,212,S,5,N,,2,31,5,18,0,0,N,3,1,34,0.0,N,30881,0,S,2014,31,0.0,9,24,N,S,8,S,BOE-2012-100,1,20427,N,1,20230808,9,4,1,1,S,PAU,,1,9,BLZ,0,,56,4,15759274,0,155358,,S,0,1,S,2
2010,233,20100,52,233,53,31,5,53,3,2,20130,132,20100208,M,2,56,6.8,2,2,3,DIS,1,0,0,10,,S,,,SWZ,10,1,5,2020-03-05,7,3,N,405,,DC10,53,S,1,S,,85,31,1,21,1,1,S,2,1,84,0.79,N,36325,0,N,2010,31,1.0,2,5,N,N,2,N,BOE-2011-059,21,49059,S,0,20200305,10,2,21,0,N,PAU,,0,10,SWZ,1,,53,2,79968863,1,991642,,N,0,4,N,3
2021,234,20210,77,234,33,22,53,348,3,6,20230,65,20210628,H,1,43,8.5,4,1,1,SEM,12,1,0,5,100.0,N,84.0,S,KGZ,5,1,53,2020-04-21,10,7,S,206,840.0,DC02,348,N,3,N,,100,22,3,6,1,0,N,4,0,30,0.63,S,28801,1,S,2019,22,0.0,8,53,N,S,13,N,BOE-2012-197,14,25324,S,1,20200421,2,7,14,1,S,PAU,21.0,1,3,KGZ,0,,33,4,78268756,1,821795,VNM,S,1,2,S,1
2017,235,20170,48,235,29,16,52,435,5,12,20210,190,20171024,H,1,37,9.0,3,2,3,SEM,6,1,0,5,,S,,,EST,5,1,52,2021-02-18,6,5,S,185,,DC05,435,S,4,S,,83,16,4,20,0,1,S,4,1,11,0.0,N,40134,1,S,2012,16,0.0,8,52,S,N,7,N,BOE-2020-281,11,30485,N,0,20210218,5,8,11,1,S,PAU,,0,8,EST,1,,29,3,89133246,0,881133,,S,0,2,N,3
2018,236,20180,19,236,38,37,61,303,2,10,20220,312,20180124,H,1,16,9.1,1,1,2,VIR,5,0,0,9,30.0,N,80.0,N,CHN,9,1,61,2022-10-15,9,7,N,405,800.0,DC02,303,N,1,N,T74816,94,37,1,36,0,0,N,1,0,72,0.0,S,29987,1,N,2018,37,0.0,10,61,N,S,6,N,BOE-2012-063,49,44490,N,0,20221015,2,7,49,0,N,PAU,64.0,1,2,CHN,0,20.0,38,1,89628735,0,223548,FSM,N,1,3,N,2
2022,237,20220,52,237,27,13,77,56,4,3,20100,384,20230928,M,2,69,5.4,1,1,1,PRE,8,1,1,10,20.0,S,13.0,S,NGA,10,1,77,2022-04-19,2,1,S,299,130.0,DC07,56,S,2,S,,78,13,2,41,0,0,N,4,1,100,0.0,S,21955,1,S,2012,13,1.0,2,36,S,N,7,S,BOE-2022-042,38,40351,N,1,20220419,7,10,38,1,S,PAU,39.0,0,5,TUN,1,,27,1,79968863,0,898405,HUN,S,1,1,S,1
2018,238,20180,89,238,34,6,94,32,1,14,20230,223,20180209,H,1,36,3.9,1,3,3,PRE,8,0,1,10,,N,,,UGA,10,1,94,2020-11-04,10,1,N,140,,DC09,32,N,1,S,,19,6,1,48,0,0,N,5,0,6,0.0,N,31407,0,N,2016,6,0.0,6,94,S,S,5,S,BOE-2018-169,32,33141,N,0,20201104,9,5,32,0,S,PAU,,1,4,UGA,1,,34,1,7749299,0,370340,,N,0,1,N,3
2011,239,20110,27,239,70,25,8,41,3,13,20220,247,20111024,M,2,54,8.2,3,1,1,VIR,7,0,0,2,60.0,S,11.0,S,HTI,2,1,8,2020-07-07,7,2,S,35,110.0,DC04,41,N,2,S,T14388,10,25,2,15,0,0,N,3,1,55,0.0,S,29421,1,N,2011,25,0.0,3,8,N,S,15,N,BOE-2020-256,7,32614,N,1,20200707,4,10,7,1,N,PAU,10.0,1,8,HTI,1,1.0,70,3,94429826,0,139331,VCT,N,1,3,S,1
2013,240,20130,11,240,43,14,43,27,4,10,20210,340,20141011,M,2,32,6.0,3,2,3,SEM,19,0,0,3,30.0,S,28.0,N,TWN,3,1,43,2022-01-14,10,2,S,65,280.0,DC09,27,N,4,N,T89956,29,14,4,18,0,0,N,3,1,65,0.0,S,15020,1,N,2012,14,1.0,7,43,S,S,9,N,BOE-2011-303,28,46342,N,1,20220114,9,10,28,1,N,PAU,54.0,1,7,TWN,0,13.0,43,3,76890296,0,487180,MRT,N,1,2,S,3
2012,241,20120,50,241,52,9,98,335,3,7,20190,188,20120211,M,2,29,3.7,3,1,1,DIS,6,1,0,5,90.0,N,8.0,S,COL,5,1,98,2023-12-05,1,1,N,170,80.0,DC08,335,S,4,N,,65,9,4,49,1,0,N,4,0,53,0.59,S,44606,0,S,2011,9,0.0,3,98,S,N,1,N,BOE-2023-338,2,42068,S,1,20231205,8,4,2,0,S,PAU,4.0,0,7,COL,0,,52,3,33214247,1,468232,CUB,S,1,4,S,1
2019,242,20190,77,242,39,3,1,140,1,1,20240,372,20200329,H,1,42,6.4,1,1,1,SEM,15,1,0,9,,N,,,ESP,9,1,1,2020-10-25,9,8,S,30,,DC02,140,S,5,S,T21980,31,3,5,16,1,0,N,1,0,77,0.93,N,34224,1,S,2011,3,0.0,5,1,N,S,13,N,BOE-2010-038,49,02027,S,1,20201025,2,9,49,1,N,PAU,,1,5,ESP,1,24.0,39,1,78268756,1,666702,,S,0,2,S,1
2018,243,20180,53,243,59,19,94,453,2,9,20160,19,20180914,M,2,24,7.5,1,2,2,DIS,19,0,0,2,,S,,,UGA,2,1,94,2021-05-05,8,4,N,57,,DC03,453,N,1,S,T57513,90,19,1,24,1,0,N,3,1,76,0.84,N,03571,1,N,2015,19,1.0,2,94,N,S,7,N,BOE-2019-001,12,31301,S,0,20210505,3,5,12,0,N,PAU,,1,9,UGA,1,70.0,59,1,10988446,1,295635,,N,0,4,N,2
2017,244,20170,31,244,30,29,97,140,3,8,20190,458,20180609,H,1,17,11.3,4,1,2,HYB,16,1,0,2,,N,,,GAB,2,1,97,2021-07-28,5,6,N,107,,DC03,140,S,2,N,,42,29,2,11,0,0,N,4,0,100,0.0,N,21847,1,S,2016,29,0.0,8,97,S,S,8,N,BOE-2012-124,3,03227,N,0,20210728,3,3,3,0,N,PAU,,1,7,GAB,0,,30,4,85726382,0,808116,,S,0,5,N,2
2013,245,20130,51,245,77,7,42,274,3,6,20150,235,20130807,H,1,42,10.3,1,2,2,VIR,20,1,0,10,90.0,S,22.0,S,SWE,10,1,42,2021-03-29,5,7,N,128,220.0,DC07,274,N,2,N,,51,7,2,28,0,0,N,1,1,18,0.0,S,48996,0,S,2013,7,0.0,8,48,S,N,14,N,BOE-2012-051,19,27966,N,0,20210329,7,7,19,0,S,PAU,67.0,0,1,ATG,0,,77,1,91313946,0,564122,SVN,S,1,3,N,2
